FED,MAX1_OBS,MAX1_PTMEAN,MAX1_PTSD,MAX1_PTPVAL,AGEDIFFMAX1,MAX10_OBS,MAX10_PTMEAN,MAX10_PTSD,MAX10_PTPVAL,AGEDIFFMAX10,MEAN_OBS,MEAN_PTMEAN,MEAN_PTSD,MEAN_PTPVAL,SD_OBS,SD_PTMEAN,SD_PTMEAN.1,SD_PTPVAL,MEDIAN_OBS,MEDIAN_PTMEAN,MEDIAN_PTSD,MEDIAN_PTPVAL,AGEDIFFOVERALL,KNAPP1,KNAPP10,KNAPP30,PERF
ARG,296,141.03892,77.48883265,0.00886,-2,374.5,220.417785,37.78576476,0,-3.1,126.1601328,-0.020904733,20.78986184,0,-4.957414005,0.218443374,12.6769185,0.65941,155,0.028155,27.54884689,0,14.14536725,0.007695475,7.57E-05,0.004745795,4.4
AUT,364,203.65909,97.16303809,0.00619,-6,308.3,188.346236,38.34172098,0.00012,11.8,228.0438101,0.022583555,17.86175154,0,-51.68209132,0.246727312,12.95831727,0.99998,241,0.628005,19.56334959,0,16.69848082,0.006168249,3.86E-05,2.47E-09,5.7
PHI,311,69.11953,64.49329285,0,8,324.7,83.791948,30.19890837,0,9.6,197.3054821,-0.133207415,25.26541132,0,55.93245437,0.230109371,15.0321289,0.00013,213,-0.39293,33.47926098,0,11.98673883,1.05E-10,1.28E-15,7.57E-13,17.6
UZB,243,77.00139,78.88163644,0.01618,20,344,136.61082,54.18837745,1.00E-05,-8.6,142.2660836,-0.096003911,28.67785415,0,35.66070143,0.130416615,15.47490609,0.01059,202.5,-2.877465,43.26551262,1.00E-05,7.678604817,0.015893475,3.85E-06,1.60E-05,20.4
BLR,263,83.88773,81.32365821,0.00917,8,298.8,145.738563,47.8534792,7.00E-05,3.1,52.03228598,-0.043654296,28.40079076,0.03359,11.17146788,0.297155607,14.92716706,0.23219,26.5,-5.093665,50.17704225,0.26384,5.020271674,0.008891275,0.000108471,0.042665385,17.7
CHI,466,146.92803,93.13627494,0,NA,428.7,197.340151,44.80029167,0,3.375,272.8109903,0.039794734,24.55101537,0,27.59771135,0.250159823,13.43436266,0.02184,357,0.10684,37.42992206,0,13.95642756,7.29E-08,3.44E-12,2.07E-17,8.8
MGL,100,22.19195,53.47541197,0.07338,0,167.2,57.803571,48.42667194,0.01064,-0.2,136.5620116,0.099336996,31.36030299,1.00E-05,-3.988313886,0.077846397,16.47053303,0.59702,145,-0.808315,51.99445008,0.00076,6.990936856,0.07389646,0.000180177,0.001832101,35.1
RSA,301,72.9288,77.93359321,0.00083,12,319.5,166.244203,55.95217395,0.00075,-0.4,187.9602437,0.12458658,22.51963022,0,2.056991556,0.254851626,13.92037719,0.44918,240,0.091065,26.09388817,0,9.596734802,0.000603222,0.007919001,8.57E-07,16.3
AUS,235,109.35887,79.49126243,0.06742,-44,331.1,212.438203,49.01274241,0.00589,-12.9,123.4433449,0.023200121,23.77643076,0,-30.18253187,0.268693985,14.42426882,0.98297,142.5,2.451335,33.05722983,0,13.41422171,0.067732163,0.017363189,0.37841555,8.8
SLO,330,119.62963,88.76427049,0.00087,11,322.1,159.81678,45.22268855,1.00E-05,12,142.4144213,0.015729677,26.10539396,0,-10.69874396,0.247025755,15.85827788,0.75392,143,0.48986,37.45754773,0,16.17655673,0.000801975,9.44E-05,0.000649723,12.6
LTU,-3,37.97683,53.23086579,0.9709,20,262.8,140.008324,47.28018273,0.00209,-4.9,76.25364813,-0.036172255,29.17003957,0.00426,27.93318292,0.147838699,15.65473691,0.03827,101,0.99072,42.28761697,0.00849,7.606220141,1,0.000387962,0.015684815,17.1
ARM,376,107.42958,95.26480484,0.00068,-4,353.9,172.950385,51.28480987,0.00016,-2.8,98.10369912,0.067733419,30.109986,0.00045,16.83015806,0.189454802,17.1004849,0.16512,86,-1.3571,42.29330177,0.01641,2.64649813,0.000526425,0.000116774,0.039418555,15.5
ISR,338,122.85248,76.48537205,0.00086,26,343.6,212.252809,44.33898156,0.00073,3.4,114.8279899,0.081761022,29.26216222,5.00E-05,-2.80578998,0.334563598,15.6676455,0.57853,166,0.3469,45.68474385,4.00E-05,12.01669577,0.000853907,0.005449956,0.009703114,6.6
BEL,319,152.75784,89.71790612,0.03041,21,435.4,257.973433,46.93562711,1.00E-05,4.9,203.2940885,-0.036918947,23.35237261,0,2.104857933,0.418762873,14.61597245,0.45427,241,-0.59523,30.96396181,0,15.35274923,0.028867566,2.93E-08,6.59E-10,5.2
POR,418,133.61037,95.70631452,4.00E-05,-11,393.7,244.253627,49.33386125,0.00022,0.5,146.902576,-0.065114211,25.79372661,0,13.29764487,0.216114945,14.61837928,0.1839,163.5,-1.441535,34.92100356,0,11.70346459,8.10E-05,0.012037338,2.10E-05,8.2
