FED,MAX1_OBS,MAX1_PTMEAN,MAX1_PTSD,MAX1_PTPVAL,AGEDIFFMAX1,MAX10_OBS,MAX10_PTMEAN,MAX10_PTSD,MAX10_PTPVAL,AGEDIFFMAX10,MEAN_OBS,MEAN_PTMEAN,MEAN_PTSD,MEAN_PTPVAL,SD_OBS,SD_PTMEAN,SD_PTMEAN.1,SD_PTPVAL,MEDIAN_OBS,MEDIAN_PTMEAN,MEDIAN_PTSD,MEDIAN_PTPVAL,AGEDIFFOVERALL,KNAPP1,KNAPP10,KNAPP30,PERF
ROU,215,110.616394,72.32603443,0.084325,9,277.2,193.6195,51.32448515,0.055116,2.5,3.306509,-0.012395446,26.23309068,0.454704,30.862315,0.527300251,17.93858014,0.047114,-23,-3.1390165,33.68275491,0.735974,11.485804,0.08485462,0.271827,0.5865006,9.6
COL,292,66.578504,69.86678033,0.001422,-1,335.8,209.280643,51.48187605,0.005166,5.9,64.594466,0.016741164,23.30051308,0.002062,32.126085,0.559145991,16.92906804,0.030667,63,-3.6310165,31.31027037,0.012765,12.630611,0.001412836,0.03237589,0.04776184,11
BRA,381,144.241585,108.2594794,0.01907,12,488.1,305.175469,54.17213786,5.10E-05,9.9,110.464266,0.000731645,22.29402776,0,54.433499,0.715042574,17.74062019,0.000496,92,0.33694,29.2774973,0.00032,13.54516,0.01890953,6.16E-05,6.04E-07,6.6
AUT,364,241.584655,98.38835207,0.075486,-6,316.3,256.420096,44.22900383,0.082352,12.5,81.532319,-0.013825585,22.23707788,6.70E-05,-6.024486,0.563144705,15.14081628,0.670745,121,-1.5546675,27.88158737,3.00E-06,16.180678,0.07541554,0.08647967,6.29E-05,3.6
NED,388,269.775434,111.4398965,0.114277,-3,339.6,325.035073,49.29244275,0.395444,-0.5,20.843705,0.030778404,23.0608009,0.183878,-8.214534,0.684984938,16.55162001,0.707936,8.5,-0.447861,28.51834489,0.356296,15.161426,0.1072906,0.769748,0.2553869,2.8
IRI,203,250.009837,126.7819568,0.719302,-3,296.3,357.810643,64.0321988,0.832168,1.6,-21.820405,0.029308229,22.94499714,0.829992,-21.127184,1.112266946,21.24584922,0.850364,3,0.2529265,24.54555225,0.457762,11.062439,0.6557646,0.9336016,0.785198,4.6
ITA,237,217.0859,101.5016909,0.413327,-7,326.7,324.397555,50.07837488,0.490526,2.5,9.657534,-0.033907517,23.19422088,0.342733,5.768049,0.68943136,16.85265858,0.386012,-1,-2.5023635,33.26891428,0.517437,19.297555,0.4025322,0.1236242,0.1862189,2.6
CRO,362,167.363049,94.38610963,0.012608,11,387.3,288.837042,50.13747846,0.021536,2.6,53.301382,0.005237411,25.25242556,0.015743,31.601669,0.683437979,17.35908691,0.035893,76.5,1.342384,36.0004822,0.017528,17.677327,0.01148193,0.1074721,0.01792683,4.3
MEX,357,149.191093,97.37210597,0.005548,19,378.3,196.964626,49.78852927,2.20E-05,10.9,136.816884,-0.01268108,25.75293217,0,46.086773,0.577136562,17.02579078,0.002966,163,-0.033797,31.07726087,0,10.520549,0.003705056,0.000122355,7.20E-07,11.2
PHI,388,82.999112,73.75059787,3.00E-06,11,382.2,144.29803,48.89106881,0,11.9,174.626758,0.007247866,32.23802242,0,69.262577,0.517337694,18.82819306,0.000153,195,-2.825693,50.83262861,0,13.334761,2.15E-06,2.44E-05,1.47E-07,16.6
SVK,251,182.14044,96.84484415,0.286997,-4,275.3,305.292134,49.01775603,0.735057,-3,-10.663804,0.005319257,24.17073486,0.674423,-14.117961,0.77432167,17.26502128,0.805032,-3,-2.325034,34.69016456,0.523474,20.622924,0.2864196,0.9495078,0.6862693,3.3
GEO,167,46.541998,88.83227158,0.018131,1,175.9,70.53215,43.23294786,0.007699,6.8,9.000663,0.041513052,44.56435586,0.422526,52.177115,0.322099178,21.42201482,0.009101,-39.5,-11.233904,65.38149808,0.697519,3.297835,0.01812724,0.03890964,0.6065258,29.8
KAZ,141,122.140057,97.75901529,0.536676,7,187.5,179.476241,59.28997618,0.443444,8.3,-21.552812,0.084005414,35.75467452,0.729513,15.54106,0.706707572,21.72133203,0.246117,-69,-8.083155,61.25841303,0.818464,8.633825,0.5375066,0.3916971,0.8575853,14.3
VIE,347,80.610336,148.3910998,0.003318,-4,249,92.421464,68.19694109,0.00594,0.4,73.115789,-0.049587341,41.4452102,0.037772,76.485604,0.494381508,25.65029201,0.00111,92.5,-1.2588135,56.29933249,0.051936,3.338596,0.003339349,0.02335814,0.1627333,32.2
ENG,287,209.922817,120.6816508,0.274537,7,425.3,363.275646,60.10030888,0.147448,7.6,58.903067,-0.019511192,29.00951801,0.01895,-5.371982,0.977058298,21.16445139,0.623816,96,-0.204752,39.27074515,0.004706,14.184345,0.2746102,0.04696845,0.003700388,4
INA,150,109.213232,93.02258597,0.493532,5,244.5,164.294886,51.89895517,0.053468,7.7,67.40896,0.002520316,31.0869986,0.014242,14.194029,0.647333647,19.31835635,0.244518,98,-0.291371,54.79049375,0.031258,16.673388,0.4944375,0.004033516,0.05035556,16.1
ARG,296,178.385303,99.30567154,0.125257,-2,403.2,349.092594,63.13105628,0.197903,1.5,11.297475,-0.031244126,31.77297192,0.367909,19.165316,1.227206499,23.96486373,0.228551,-42,-1.841239,39.65748428,0.851886,14.133573,0.1205,0.3926899,0.2101265,3.4
BUL,261,191.609516,143.5636416,0.206984,4,251.1,196.047901,55.41429309,0.156382,9.1,36.363745,0.023345048,39.53499791,0.180093,10.094929,0.821416228,22.90878387,0.343371,56,-13.4629245,65.96047377,0.144767,10.335346,0.2068823,0.5959693,0.1770009,12.1
SLO,330,162.457256,102.3586607,0.040236,11,325.3,241.774106,54.81230466,0.05987,14.1,-5.99507,-0.06050623,35.78446289,0.568943,48.776814,0.844807332,21.78901295,0.012722,-30,4.2575455,47.89946718,0.771908,15.166983,0.04021852,0.340371,0.8205503,8.5
MGL,100,28.455783,53.93774751,0.099538,0,200.1,84.050684,52.80962345,0.014622,4,76.390269,0.069117935,42.89038579,0.037279,26.567822,0.479787779,23.5964857,0.13488,72.5,3.5033225,66.22267963,0.171139,5.329193,0.09934109,0.04241053,0.1406671,31.3
LAT,338,105.3834,109.7124091,0.010972,0,328.8,190.548818,66.02729066,0.013284,1.9,61.047493,-0.00591836,44.6543969,0.084813,47.242941,0.927547531,26.13428993,0.038381,2.5,-2.722416,66.73393456,0.494449,-1.526472,0.01104685,0.1000331,0.1596385,18.4
AZE,317,119.338839,101.8942928,0.027649,15,326.2,216.09175,66.35133277,0.041167,7.5,44.727828,-0.013889769,53.28833029,0.201583,41.992866,0.907133808,27.08935068,0.064373,27,3.137096,101.1534913,0.441371,3.905269,0.02815866,0.2659455,0.5200134,15.7
ISR,338,173.098262,95.84726644,0.054336,26,400.9,341.40752,63.74211913,0.176447,9.2,49.302408,-0.006633405,40.14186612,0.108511,10.33552,1.307163494,25.83625396,0.36248,37,-1.479952,53.97516185,0.243375,7.890889,0.05452241,0.361688,0.007946584,3.7
BEL,319,227.130721,111.3551928,0.24435,21,486.1,374.862308,56.07283942,0.018848,11,48.628724,-0.008273144,31.40107875,0.057205,41.948756,1.390846936,23.77983202,0.040761,51,-5.207725,43.73786867,0.087383,17.146411,0.2378554,0.03681334,0.258811,2.7
NOR,670,433.363822,171.4213327,0.024696,-12,498.5,422.490085,69.08881424,0.131986,-5.6,23.390982,0.013627581,38.51547717,0.277739,42.915596,1.814618315,29.16983408,0.074279,-16.5,-5.3658535,53.00310903,0.595889,16.152966,0.02363679,0.2416529,0.8495851,3.5
LTU,-3,59.995256,73.35463975,0.978846,20,297.5,232.294205,67.27797851,0.167264,-2.5,64.516124,0.044985774,43.08666463,0.065446,6.011851,1.122377745,27.19034501,0.424778,78,-0.8042135,62.97898199,0.114605,7.568677,1,0.1112202,0.1046463,14.7
SWE,222,293.633786,111.8648195,0.762133,-30,402.1,392.883191,58.11486204,0.439582,2.2,22.930961,-0.065105697,36.08631413,0.266298,-6.484711,1.425554487,24.56645286,0.628937,79,-2.902806,49.97358543,0.049279,14.351626,0.7619211,0.6108671,0.5975386,1.8
ARM,376,124.42643,98.85295841,0.008108,-4,374.8,249.703623,69.45160255,0.040025,3.1,74.898295,-0.038098663,57.55549628,0.095758,57.610354,1.166600762,30.29886543,0.033888,65,-1.135245,100.832225,0.274254,4.249432,0.008086101,0.2106549,0.1509525,12.7
CHI,529,208.74414,121.424617,0.000501,-6,499.1,324.739873,60.83228226,0.001255,4.5,100.684491,-0.009930516,38.06036134,0.00272,71.748128,1.532100292,26.76536633,0.002627,87,0.847871,58.34151769,0.062094,9.402059,0.000412178,0.01468424,0.09859216,6.1
UZB,243,123.30759,103.2300013,0.144966,20,378.4,272.654878,83.25359412,0.103093,1.7,51.942373,-0.019042495,53.28439321,0.16614,40.272714,1.489040857,33.1836937,0.12406,-18.5,-1.2537285,76.27551364,0.616171,6.80339,0.1444035,0.183142,0.2694527,14.5
