juniors,inactives,floor,fed,K,raw_pval,pval,adj_pval
FALSE,FALSE,1000,GER,10,1.4448805338485027e-4,2.8897610676970054e-4,0.003323225227851556
FALSE,FALSE,1000,GRE,1,0.0020067178716993705,0.004013435743398741,0.030769674032723682
FALSE,FALSE,1000,GRE,10,5.605902997644074e-4,0.0011211805995288149,0.007367758225475069
FALSE,FALSE,1000,HUN,1,0.11883580083227108,0.23767160166454215,0.35267398956673995
FALSE,FALSE,1000,HUN,10,0.43821299069563713,0.8764259813912743,0.9045373922260265
FALSE,FALSE,1000,IND,1,0.5524373308017,0.8951253383966,0.9358128537782636
FALSE,FALSE,1000,IND,10,0.9856719889208427,0.02865602215831453,0.08238606370515428
FALSE,FALSE,1000,IRI,1,0.7811393408908401,0.4377213182183197,0.5575139754036585
FALSE,FALSE,1000,IRI,10,0.17261451862654842,0.34522903725309684,0.49626674105132673
FALSE,FALSE,1000,ISR,1,0.09469998640517474,0.18939997281034948,0.35267398956673995
FALSE,FALSE,1000,ISR,10,0.32969435274915915,0.6593887054983183,0.7221876298314915
FALSE,FALSE,1000,ITA,1,0.47959772204853524,0.9591954440970705,0.9805108984103387
FALSE,FALSE,1000,ITA,10,0.09740638045543903,0.19481276091087807,0.38962552182175614
FALSE,FALSE,1000,KAZ,1,0.5974103778815285,0.805179244236943,0.8818629817833186
FALSE,FALSE,1000,KAZ,10,0.5477313038869868,0.9045373922260265,0.9045373922260265
FALSE,FALSE,1000,KOR,1,0.15345635648951506,0.3069127129790301,0.42781772112228444
FALSE,FALSE,1000,KOR,10,3.7938252539504447e-10,7.587650507900889e-10,3.490319233634409e-8
FALSE,FALSE,1000,LAT,1,0.016082928889445958,0.032165857778891915,0.10568781841635914
FALSE,FALSE,1000,LAT,10,0.2535784066461584,0.5071568132923168,0.6665489546127592
FALSE,FALSE,1000,LTU,1,1,0,0
FALSE,FALSE,1000,LTU,10,0.25166163913937045,0.5033232782787409,0.6665489546127592
FALSE,FALSE,1000,MEX,1,0.00377927850375559,0.00755855700751118,0.039624241602443884
FALSE,FALSE,1000,MEX,10,1.8447631596774094e-4,3.689526319354819e-4,0.003394364213806433
FALSE,FALSE,1000,NED,1,0.10624720307120472,0.21249440614240944,0.35267398956673995
FALSE,FALSE,1000,NED,10,0.7171234549971242,0.5657530900057517,0.6848590036911731
FALSE,FALSE,1000,NOR,1,0.08946920273745684,0.1789384054749137,0.35267398956673995
FALSE,FALSE,1000,NOR,10,0.7199772472509991,0.5600455054980018,0.6848590036911731
FALSE,FALSE,1000,PHI,1,6.590043774606924e-4,0.0013180087549213848,0.020209467575461236
FALSE,FALSE,1000,PHI,10,0.02640233379029422,0.05280466758058844,0.1349452615948371
FALSE,FALSE,1000,POL,1,0.004288657465727597,0.008577314931455193,0.039624241602443884
FALSE,FALSE,1000,POL,10,0.031186893947015903,0.06237378789403181,0.1510102233223928
FALSE,FALSE,1000,ROU,1,0.2646165467243814,0.5292330934487628,0.6406505868063971
FALSE,FALSE,1000,ROU,10,0.8802112170429617,0.23957756591407664,0.40816918637213057
FALSE,FALSE,1000,RUS,1,0.00119764453771265,0.0023952890754253,0.027545824367390948
FALSE,FALSE,1000,RUS,10,3.380563304151707e-4,6.761126608303414e-4,0.0051835303996992845
FALSE,FALSE,1000,SLO,1,0.11112502654528833,0.22225005309057666,0.35267398956673995
FALSE,FALSE,1000,SLO,10,0.6793399453831244,0.6413201092337513,0.7195298786525015
FALSE,FALSE,1000,SRB,1,0.03614739022182356,0.07229478044364712,0.20784749377548548
FALSE,FALSE,1000,SRB,10,0.09689982587051216,0.19379965174102431,0.38962552182175614
FALSE,FALSE,1000,SRI,1,9.665141471604244e-6,1.9330282943208488e-5,4.445965076937952e-4
FALSE,FALSE,1000,SRI,10,9.926616195810034e-6,1.9853232391620068e-5,4.5662434500726157e-4
FALSE,FALSE,1000,SUI,1,0.13852524506843522,0.27705049013687044,0.39826007957175125
FALSE,FALSE,1000,SUI,10,0.16413727370046338,0.32827454740092676,0.4871170703368591
FALSE,FALSE,1000,SVK,1,0.41277207200334254,0.8255441440066851,0.8831402470769188
FALSE,FALSE,1000,SVK,10,0.9925557643412505,0.014888471317499041,0.05268228312345814
FALSE,FALSE,1000,SWE,1,0.715364255748714,0.569271488502572,0.6587581209662561
FALSE,FALSE,1000,SWE,10,0.36630899762076474,0.7326179952415295,0.7837308786304733
FALSE,FALSE,1000,TUR,1,0.5033868057610452,0.9932263884779096,0.9932263884779096
FALSE,FALSE,1000,TUR,10,0.1399211365922698,0.2798422731845396,0.4438877436720283
FALSE,FALSE,1000,UKR,1,0.06803945074050721,0.13607890148101442,0.29807759372031734
FALSE,FALSE,1000,UKR,10,0.012303488256478201,0.024606976512956402,0.07546139463973298
FALSE,FALSE,1000,USA,1,0.20035038648005277,0.40070077296010553,0.5421245751813193
FALSE,FALSE,1000,USA,10,0.7324899075374569,0.5350201849250862,0.6836369029598323
FALSE,FALSE,1000,VIE,1,0.004306982782874336,0.008613965565748671,0.039624241602443884
FALSE,FALSE,1000,VIE,10,0.05698160630195581,0.11396321260391162,0.2621153889889967
FALSE,FALSE,1400,ARG,1,0.2444968047709446,0.4889936095418892,0.6270761280634904
FALSE,FALSE,1400,ARG,10,0.9185433300166739,0.16291333996665225,0.39142936953490803
FALSE,FALSE,1400,AUT,1,0.12190791378787857,0.24381582757575715,0.4240275262187081
FALSE,FALSE,1400,AUT,10,0.1893044165311738,0.3786088330623476,0.5878026464320781
FALSE,FALSE,1400,BEL,1,0.29202113611593106,0.5840422722318621,0.7079300269477117
FALSE,FALSE,1400,BEL,10,0.07984798472711219,0.15969596945422437,0.39142936953490803
FALSE,FALSE,1400,BRA,1,0.029085735288589598,0.058171470577179196,0.1551239215391445
FALSE,FALSE,1400,BRA,10,3.0304360199118197e-4,6.060872039823639e-4,0.011517854669598204
FALSE,FALSE,1400,BUL,1,0.35278673831810425,0.7055734766362085,0.8063696875842382
FALSE,FALSE,1400,BUL,10,0.33602693196166267,0.6720538639233253,0.7701960732672417
FALSE,FALSE,1400,CHN,1,0.05461360644680591,0.10922721289361181,0.2570052068084984
FALSE,FALSE,1400,CHN,10,0.0016776727482710196,0.0033553454965420393,0.021653348602439504
FALSE,FALSE,1400,COL,1,0.007484751332744288,0.014969502665488577,0.059878010661954306
FALSE,FALSE,1400,COL,10,0.11163679962983686,0.22327359925967372,0.4961635539103861
FALSE,FALSE,1400,CRO,1,0.012212076702929564,0.024424153405859128,0.08448378200187254
FALSE,FALSE,1400,CRO,10,0.2266885669682136,0.4533771339364272,0.6253477709467962
FALSE,FALSE,1400,CUB,1,0.002902385744614766,0.005804771489229532,0.04643817191383626
FALSE,FALSE,1400,CUB,10,0.0019224680400623528,0.0038449360801247057,0.021653348602439504
FALSE,FALSE,1400,CZE,1,0.014114803415438915,0.02822960683087783,0.08686032871039333
FALSE,FALSE,1400,CZE,10,0.40221712815954647,0.8044342563190929,0.8467729013885188
FALSE,FALSE,1400,ENG,1,0.31757824996821926,0.6351564999364385,0.7472429411016924
FALSE,FALSE,1400,ENG,10,0.2045343096196791,0.4090686192393582,0.5878026464320781
FALSE,FALSE,1400,ESP,1,0.2062783137610873,0.4125566275221746,0.5893666107459637
FALSE,FALSE,1400,ESP,10,0.16159982437864373,0.32319964875728746,0.5719137742300359
FALSE,FALSE,1400,FRA,1,0.1149981041747079,0.2299962083494158,0.4181749242716651
FALSE,FALSE,1400,FRA,10,0.08317874102616796,0.16635748205233591,0.39142936953490803
FALSE,FALSE,1400,GEO,1,0.026621735791698797,0.053243471583397595,0.15212420452399314
FALSE,FALSE,1400,GEO,10,0.1644252100911353,0.3288504201822706,0.5719137742300359
FALSE,FALSE,1400,GER,1,0.06084475012472612,0.12168950024945224,0.27042111166544947
FALSE,FALSE,1400,GER,10,4.6904833072891616e-4,9.380966614578323e-4,0.011517854669598204
FALSE,FALSE,1400,GRE,1,0.006041960568292537,0.012083921136585074,0.05444556052357225
FALSE,FALSE,1400,GRE,10,0.00697127959092203,0.01394255918184406,0.06196692969708472
FALSE,FALSE,1400,HUN,1,0.1276181567645973,0.2552363135291946,0.4253938558819911
FALSE,FALSE,1400,HUN,10,0.48317349018861666,0.9663469803772333,0.9663469803772333
FALSE,FALSE,1400,IND,1,0.49326495773154777,0.9865299154630955,0.9865299154630955
FALSE,FALSE,1400,IND,10,0.9625468177217965,0.07490636455640698,0.27238678020511625
FALSE,FALSE,1400,IRI,1,0.8522069299644801,0.2955861400710398,0.4547479078015997
FALSE,FALSE,1400,IRI,10,0.6925256165238747,0.6149487669522506,0.7686859586903133
FALSE,FALSE,1400,ISR,1,0.09916647213918972,0.19833294427837944,0.3966658885567589
FALSE,FALSE,1400,ISR,10,0.35732208865777515,0.7146441773155503,0.7940490859061671
FALSE,FALSE,1400,ITA,1,0.575666816752951,0.8486663664940981,0.9162368751122015
FALSE,FALSE,1400,ITA,10,0.3907884236016179,0.7815768472032358,0.84494794292241715
FALSE,FALSE,1400,KAZ,1,0.6368713979186997,0.7262572041626005,0.8069524490695562
FALSE,FALSE,1400,KAZ,10,0.7180152845991274,0.5639694308017451,0.7395745476275241
FALSE,FALSE,1400,LAT,1,0.01267256730028088,0.02534513460056176,0.08448378200187254
FALSE,FALSE,1400,LAT,10,0.18981679647987149,0.37963359295974297,0.5878026464320781
FALSE,FALSE,1400,LTU,1,1,0,0
FALSE,FALSE,1400,LTU,10,0.1942722409723402,0.3885444819446804,0.5878026464320781
FALSE,FALSE,1400,MEX,1,0.005520777439366409,0.011041554878732818,0.05444556052357225
FALSE,FALSE,1400,MEX,10,5.758927334799102e-4,0.0011517854669598204,0.011517854669598204
FALSE,FALSE,1400,NED,1,0.14027910245288544,0.2805582049057709,0.4488931278492334
FALSE,FALSE,1400,NED,10,0.836338391802752,0.3273232163944959,0.5719137742300359
FALSE,FALSE,1400,PHI,1,0.0013241551899259019,0.0026483103798518037,0.03531080506469072
FALSE,FALSE,1400,PHI,10,0.06635708060618162,0.13271416121236324,0.37918331774960923
FALSE,FALSE,1400,POL,1,0.006125125558901878,0.012250251117803757,0.05444556052357225
FALSE,FALSE,1400,POL,10,0.0536227638718374,0.1072455277436748,0.357485092478916
FALSE,FALSE,1400,ROU,1,0.25083045122539616,0.5016609024507923,0.6270761280634904
FALSE,FALSE,1400,ROU,10,0.8589245427184046,0.28215091456319086,0.5643018291263817
FALSE,FALSE,1400,RUS,1,0.0024647337931493762,0.0049294675862987525,0.04643817191383626
FALSE,FALSE,1400,RUS,10,0.0017758316461015111,0.0035516632922030222,0.021653348602439504
FALSE,FALSE,1400,SLO,1,0.10749475814097154,0.21498951628194307,0.4095038405370344
FALSE,FALSE,1400,SLO,10,0.6630392179455817,0.6739215641088365,0.7701960732672417
FALSE,FALSE,1400,SRB,1,0.04170783784880594,0.08341567569761188,0.2085391892440297
FALSE,FALSE,1400,SRB,10,0.12795058278379134,0.2559011655675827,0.538739295931753
FALSE,FALSE,1400,SRI,1,3.552428254738338e-5,7.104856509476676e-5,0.0014209713018953352
FALSE,FALSE,1400,SRI,10,4.5449105396944134e-5,9.089821079388827e-5,0.0036359284317555307
FALSE,FALSE,1400,SUI,1,0.20166664241227528,0.40333328482455055,0.5893666107459637
FALSE,FALSE,1400,SUI,10,0.43287127884646737,0.8657425576929347,0.8879410848132663
FALSE,FALSE,1400,SVK,1,0.4707295119527959,0.9414590239055918,0.96559899887753
FALSE,FALSE,1400,SVK,10,0.997834665139756,0.004330669720487901,0.021653348602439504
FALSE,FALSE,1400,SWE,1,0.7727133638358881,0.45457327232822387,0.6060976964376318
FALSE,FALSE,1400,SWE,10,0.7134148627943344,0.5731702744113312,0.7395745476275241
FALSE,FALSE,1400,TUR,1,0.5647874843217042,0.8704250313565915,0.9162368751122015
FALSE,FALSE,1400,TUR,10,0.3258004861195347,0.6516009722390694,0.7701960732672417
FALSE,FALSE,1400,UKR,1,0.07638615622763056,0.15277231245526113,0.32162592095844444
FALSE,FALSE,1400,UKR,10,0.019079254859587058,0.038158509719174116,0.15263403887669647
