metric,juniors,rating_floor,fed,yP,yPEA,E,A,weights
top10,TRUE,1600,BUL,55.05209899999991,42.39019438859063,45.19999999999999,9.100000000000001,3.2565399118696163e-4
top10,TRUE,1600,CHI,174.36012699999992,190.2047394677427,200.50000000000003,4.5,2.702288912916029e-4
top10,TRUE,1600,CHN,120.389621,112.41288547785973,15,4.900000000000002,3.9112224105502483e-4
top10,TRUE,1600,COL,126.51935699999973,128.39762691729211,110.60000000000002,5.900000000000002,3.7730387951316526e-4
top10,TRUE,1600,CRO,98.46295799999973,131.37487528336064,307.3,2.5999999999999943,3.9780938365151355e-4
top10,TRUE,1600,CUB,203.8540859999999,218.68074661355482,156.70000000000005,2.3000000000000007,6.010505118381331e-4
top10,TRUE,1600,CZE,92.8397760000002,112.73779571469146,254.19999999999993,5.800000000000004,4.7414730438319667e-4
top10,TRUE,1600,ENG,62.02435399999973,60.75000715389341,112.70000000000002,7.600000000000001,2.7685131580773266e-4
top10,TRUE,1600,ESP,89.25176999999974,103.36030837305012,95.89999999999998,-1.1000000000000014,5.385179219934817e-4
top10,TRUE,1600,FRA,73.41956899999983,99.8168145382234,156.10000000000002,-3.5,4.902830431117074e-4
top10,TRUE,1600,GEO,105.36784999999963,91.70263870573223,-0.0999999999999659,6.800000000000001,5.350203507531119e-4
top10,TRUE,1600,GER,111.30148700000018,133.71609779195035,78.69999999999999,-6.299999999999997,9.668630827541501e-4
top10,TRUE,1600,GRE,127.74772400000012,135.45623163118643,96.10000000000002,2.1000000000000014,3.47492207494459e-4
top10,TRUE,1600,HUN,58.21012700000017,83.69114408619055,129.3,-4.700000000000003,4.4253061700468926e-4
top10,TRUE,1600,INA,80.20511400000001,72.36429893462147,61.400000000000006,7.699999999999999,3.7126394111038167e-4
top10,TRUE,1600,IND,79.59019700000019,69.79665948269354,-49.80000000000007,1.8000000000000007,4.929256271553848e-4
top10,TRUE,1600,IRI,-61.510642999999845,-29.606288290194776,283.00000000000006,1.5999999999999979,2.4389515291470696e-4
top10,TRUE,1600,ISR,59.492480000000114,57.82249658757348,135.40000000000003,9.199999999999996,2.4612005569175395e-4
top10,TRUE,1600,ITA,2.302444999999807,19.14725997337718,176.20000000000005,2.5,3.9874894422825395e-4
top10,TRUE,1600,KAZ,8.023759000000013,-11.09762480025882,-19.80000000000001,8.3,2.844706389722199e-4
top10,TRUE,1600,LAT,138.25118199999972,186.67729015226087,421,1.9000000000000057,2.2937867836417616e-4
top10,TRUE,1600,LTU,65.205795,101.83030865083477,254.7,-2.5,2.2092971502913014e-4
top10,TRUE,1600,MEX,181.33537399999994,154.97117380290928,-36.10000000000002,10.899999999999999,4.0340511890952845e-4
top10,TRUE,1600,MGL,116.0493159999999,107.06278148874667,-7.699999999999989,4,3.585699233145462e-4
top10,TRUE,1600,NED,14.564926999999898,60.476096680700635,361.90000000000003,-0.5,4.115658376125693e-4
top10,TRUE,1600,NOR,76.00991499999998,116.0541215917133,232.09999999999997,-5.600000000000001,2.0950023861612233e-4
top10,TRUE,1600,PHI,237.90197000000026,231.85335635865945,143.79999999999998,11.900000000000002,4.18351120956826e-4
top10,TRUE,1600,POL,131.3137669999999,119.69455678981102,-9.5,5.200000000000003,5.113690782910587e-4
top10,TRUE,1600,ROU,83.58050000000028,98.37787027089564,159.7,2.5,3.796214965469272e-4
top10,TRUE,1600,RUS,137.38754700000018,129.21284724223509,-31.899999999999977,2.099999999999998,8.911075277700319e-4
top10,TRUE,1600,SLO,83.52589400000019,37.59597318629744,-142,14.100000000000001,3.3284640764812937e-4
top10,TRUE,1600,SRB,61.37481899999983,72.99735032782885,96.89999999999998,0.19999999999999574,6.7865143107923e-4
top10,TRUE,1600,SVK,-29.992133999999794,16.682245148668898,327.59999999999997,-3,4.161914443244487e-4
top10,TRUE,1600,SWE,9.216808999999898,29.753733684516334,201.09999999999997,2.200000000000003,2.9609125289063883e-4
top10,TRUE,1600,TUR,105.11624300000034,106.273578404494,96.70000000000005,5.399999999999999,2.8377608155645117e-4
top10,TRUE,1600,UKR,114.02205299999991,110.46730736402607,47.40000000000009,4.699999999999999,5.710426089572214e-4
top10,TRUE,1600,USA,80.33390800000001,93.47218503132514,170.60000000000002,4,3.1007100297740406e-4
top10,TRUE,1600,UZB,105.74512199999964,115.62169879785013,107.10000000000002,1.6999999999999993,1.4427597476627277e-4
top10,TRUE,1600,VIE,156.57853599999999,167.87396684662664,97.5,0.3999999999999986,2.1501571841940062e-4
top1,FALSE,1000,ARG,87.328506,87.58834358009915,456,-2,7.720051741679536e-5
top1,FALSE,1000,AUT,117.193412,115.13774348050389,465,-6,9.694332167274988e-5
