metric,juniors,inactives,floor,fed,yP,yPEA,E,A,weight
mean,TRUE,FALSE,1400,GRE,104.87366233677028,133.27776796184193,-42.72532137210422,10.198700763043924,0.002166787881895122
mean,TRUE,FALSE,1400,HUN,58.80167615720191,77.0679564340756,-55.17594111417954,18.808459126679267,0.0024302078387750323
mean,TRUE,FALSE,1400,INA,58.9877192505042,57.12877975324621,-35.015557476231635,16.05416306539902,8.526512528656925e-4
mean,TRUE,FALSE,1400,IND,-49.63097522317362,111.46504380172263,-130.97111109207268,8.600547878310188,0.003646803678062836
mean,TRUE,FALSE,1400,IRI,29.922231574045153,113.20712144258704,-83.14831968002537,11.27344856498635,0.0029626652249030434
mean,TRUE,FALSE,1400,ISR,76.21054386491126,128.42796684862873,-60.50108942561772,10.769335373108959,6.319262584312721e-4
mean,TRUE,FALSE,1400,ITA,76.04401898582402,111.78353080645387,-66.97649823231998,18.67766150753251,0.0022381615300717875
mean,TRUE,FALSE,1400,KAZ,-9.994318163195107,54.8216967324922,-64.0521658986175,8.482703533026111,9.403310399259852e-4
mean,TRUE,FALSE,1400,LAT,55.95295846889965,13.982500840575195,27.73592588822153,0.5834266517357207,4.5406380522422046e-4
mean,TRUE,FALSE,1400,LTU,58.14242613636359,72.22757468708515,-19.913043478260875,4.494071146245055,4.960924383497419e-4
mean,TRUE,FALSE,1400,MAS,10.998098382829744,30.303051377792755,-37.79157427937916,10.802522172949004,7.229731974975828e-4
mean,TRUE,FALSE,1400,MDA,134.03409660381683,84.25066425007898,9.014249363867691,11.25470737913486,2.4406904016964598e-4
mean,TRUE,FALSE,1400,MEX,176.68712446891465,165.72055014889483,-16.61643835616438,10.705742887249738,0.001633980826292705
mean,TRUE,FALSE,1400,MGL,104.24506020998979,115.07778662517345,-20.986068637444788,5.9643221202854235,4.120405893133334e-4
mean,TRUE,FALSE,1400,NED,118.56749288476901,91.16975549232014,-18.879053461875543,16.736718736574385,0.001890738267641886
mean,TRUE,FALSE,1400,NOR,0.5387844047966028,121.53976864351388,-121.59560375874487,16.7294090049813,7.099638716083327e-4
mean,TRUE,FALSE,1400,PER,107.22519327595973,176.59914440702363,-73.3495459857952,11.198912163984534,5.995937813771338e-4
mean,TRUE,FALSE,1400,PHI,168.43993919262516,111.73350263985527,10.26848408446265,12.81950835171762,0.0010051749389993383
mean,TRUE,FALSE,1400,POL,44.65037747839123,111.20458388414863,-75.28861548073164,12.919693514224619,0.003788145671981397
mean,TRUE,FALSE,1400,ROU,26.915092248707182,61.38939566962778,-55.71599263351749,14.085230202578266,0.001504358075571223
mean,TRUE,FALSE,1400,RUS,84.71291881865874,115.85512240202841,-47.7703002940906,11.59149549673743,0.009523504407638996
mean,TRUE,FALSE,1400,SLO,35.225597267385695,140.31131323363607,-111.08919705529877,16.955555555555556,7.061250542013414e-4
mean,TRUE,FALSE,1400,SRB,117.230012543809,140.53534247094655,-63.66302959646008,21.019037651360588,0.002568024894305568
mean,TRUE,FALSE,1400,SRI,100.56513185965755,93.92963119924799,-3.0453803687371703,3.3782160341654794,0.0018945583744612298
mean,TRUE,FALSE,1400,SUI,105.53089483622487,158.21386770191287,-61.944725884802224,11.265232477446219,7.585448313032056e-4
mean,TRUE,FALSE,1400,SVK,37.25105488799474,47.619752503959276,-55.50852679298319,21.373370696968916,0.0018002692832407578
mean,TRUE,FALSE,1400,SWE,61.11236152684428,66.72074380892265,-33.138237506617,12.937841878952796,7.473829662368814e-4
mean,TRUE,FALSE,1400,TUR,31.778233718319232,95.84480243457878,-61.9881344537815,7.799361344537818,0.0026745442689398123
mean,TRUE,FALSE,1400,UKR,128.00206009655838,112.61848611661543,-19.941440620546246,13.528426905913413,0.0014949918917888214
mean,TRUE,FALSE,1400,USA,127.48513244462872,120.8550213124993,-27.92769576997675,14.38035909052773,0.0023504282861358692
mean,TRUE,FALSE,1400,UZB,50.7397713872501,102.55905166565887,-51.821244358478395,7.052707930367507,4.183651179927009e-4
mean,TRUE,FALSE,1400,VEN,82.22061168239975,83.23677802292605,-30.596016237787254,13.219485344708954,7.161645471902608e-4
mean,TRUE,FALSE,1400,VIE,56.50021183867284,57.7321802266503,-4.945325269695985,1.8098234717227832,5.731791717432633e-4
mean,TRUE,FALSE,1600,ARG,14.746145717665712,86.91337393635261,-93.32262190247802,14.133573141486806,8.574405543129433e-4
mean,TRUE,FALSE,1600,ARM,74.89119752386358,111.23985660020455,-43.18238636363637,4.249431818181819,3.028505048142344e-4
mean,TRUE,FALSE,1600,AUT,79.71721145034253,130.37451297496244,-73.84470547945206,16.180678082191783,0.0019940721282627975
mean,TRUE,FALSE,1600,AZE,44.40872736691248,68.86236896689138,-30.444853944853946,3.9052689052689047,3.5094448658448116e-4
mean,TRUE,FALSE,1600,BEL,48.59068191352143,101.22589151355183,-77.17277633981419,17.146411444852426,0.0010164942382380649
mean,TRUE,FALSE,1600,BRA,110.50069851647592,129.46940868509287,-37.62249425649803,13.545159691878016,0.002007287496918558
mean,TRUE,FALSE,1600,BUL,36.35184030821402,107.49684899359666,-87.20840787119857,10.33534585569469,6.401381797540643e-4
mean,TRUE,FALSE,1600,CHI,101.76170605902551,135.27963163218504,-47.123198352779696,9.40205902539465,6.827148343240899e-4
mean,TRUE,FALSE,1600,CHN,4.087186564423377,60.19789239187248,-55.391011496922545,-1.9007083962373699,8.487652668737071e-4
mean,TRUE,FALSE,1600,COL,64.57575311749235,127.1533124495036,-81.42143962848297,12.630611455108358,0.001841084400750043
mean,TRUE,FALSE,1600,CRO,53.3104955303228,103.64121471840046,-75.5010138248848,17.67732718894009,0.0015714589445037553
mean,TRUE,FALSE,1600,CUB,121.87047145936461,141.14423876814178,-36.5606164919418,12.511484900641523,0.001806641217362636
mean,TRUE,FALSE,1600,CZE,27.65959063268807,74.5781859983255,-70.26382614344348,16.389815306935958,0.0038016127799972706
mean,TRUE,FALSE,1600,ENG,59.127791025832906,73.78694565444933,-34.02512704686619,14.184345002823264,0.0011772176336860684
mean,TRUE,FALSE,1600,ESP,28.96250445063622,77.04724787474349,-72.14802305827314,16.90064549932558,0.005845333546464925
mean,TRUE,FALSE,1600,FRA,46.534188422453134,101.55545237165154,-78.67754133092171,16.426901171593183,0.0067054635111887875
mean,TRUE,FALSE,1600,GEO,8.947054718515089,24.61083144447177,-20.562085726911192,3.297834732655769,5.035861352677632e-4
mean,TRUE,FALSE,1600,GER,95.34880100418815,108.219185734176,-29.647776292685478,12.284236182089785,0.010991804702857898
mean,TRUE,FALSE,1600,GRE,89.61127555179965,132.12068949155258,-56.85023474178402,9.736306729264477,0.0019293554723688715
mean,TRUE,FALSE,1600,HUN,33.070471305809626,76.54365222905426,-69.51574634251801,18.49847485280556,0.0026198144755760315
mean,TRUE,FALSE,1600,INA,67.0625154913468,81.62159713824909,-37.23706122448979,16.67338775510204,0.0010231194807286612
mean,TRUE,FALSE,1600,IND,-35.51925367675117,92.08985666307112,-140.27423527730133,6.415022870211551,0.002525317864696895
mean,TRUE,FALSE,1600,IRI,-36.92310728746732,97.15621829009253,-153.14343434343434,11.06243920688365,0.0015797552918488215
mean,TRUE,FALSE,1600,ISR,49.54883251153518,116.64354697196862,-79.7714683755921,7.890888826971306,6.180798354205383e-4
mean,TRUE,FALSE,1600,ITA,9.669968412525225,102.88748960126354,-121.9307485001123,19.297555263242327,0.0018608149342842204
mean,TRUE,FALSE,1600,KAZ,-20.705533932391788,53.86499256225423,-88.47823063756954,8.633825417201539,7.644810265268855e-4
mean,TRUE,FALSE,1600,LAT,61.14733313796321,26.88257483976025,37.4043911554033,-1.5264715042042951,5.020487653838445e-4
mean,TRUE,FALSE,1600,LTU,64.59282260719617,69.60254008694974,-15.252463421916985,7.568677217079724,5.371907326910687e-4
mean,TRUE,FALSE,1600,MEX,136.63352258692473,161.1162328420231,-39.28597285067873,10.520549227648623,0.0014685167371029958
mean,TRUE,FALSE,1600,MGL,76.40151178571425,100.95411439147655,-32.44358178053831,5.329192546583851,5.422326490247359e-4
mean,TRUE,FALSE,1600,NED,20.871168495053272,37.75632538640221,-37.62441835181562,15.161426397042831,0.0018867663188111147
mean,TRUE,FALSE,1600,NOR,23.393089464495652,137.1576100716894,-138.95286695119688,16.15296591822849,6.742957589875913e-4
mean,TRUE,FALSE,1600,PHI,153.27154853427174,136.28983529856959,-0.23092615259078286,13.334761321909422,8.696979648024693e-4
mean,TRUE,FALSE,1600,POL,43.746987995580234,97.26801508667546,-71.00762942779292,11.831153078265672,0.0037622862604423627
mean,TRUE,FALSE,1600,ROU,3.343648964106408,53.257365512933205,-66.82385019331755,11.485804143343525,0.0014500669066029443
mean,TRUE,FALSE,1600,RUS,53.19974759002038,101.9576999665865,-67.75106251544352,13.077699530516433,0.009244159977974472
mean,TRUE,FALSE,1600,SLO,-4.72216481384315,107.99126656577889,-136.55457227138643,15.166982722292456,7.826754527741837e-4
mean,TRUE,FALSE,1600,SRB,63.898730810661455,121.2548983337571,-84.46918715099879,18.96557480858903,0.0027583060397050265
mean,TRUE,FALSE,1600,SVK,-10.659606072341578,42.018880844799824,-81.84793385503347,20.622924117417938,0.0017098145044766983
mean,TRUE,FALSE,1600,SWE,22.906897336046995,40.394382337683915,-37.167596361626195,14.351625709834664,7.679010294154346e-4
mean,TRUE,FALSE,1600,TUR,30.47965260198376,91.56643311393182,-71.80284185891006,6.564482335896578,0.0018905964125527815
mean,TRUE,FALSE,1600,UKR,93.60497193589146,119.04795287438594,-43.543102096293595,12.972511195915455,0.0014322979598249683
mean,TRUE,FALSE,1600,USA,65.14223463321194,99.38979270809628,-53.69265735157798,13.768843494603999,0.0021397404225439558
mean,TRUE,FALSE,1600,UZB,51.91224679491514,109.35333028890558,-68.35762711864406,6.803389830508472,3.530277458775541e-4
mean,TRUE,FALSE,1600,VIE,73.09700474254399,71.17075289437224,-2.458333333333343,3.338596491228067,5.832394246393424e-4
mean,TRUE,TRUE,1000,ALG,259.62579472160115,214.92557148913943,-17.562239117471677,11.665846750149075,8.063792567872836e-4
mean,TRUE,TRUE,1000,ANG,306.4407716770186,313.8004197030771,-28.484472049689437,7.397515527950311,6.039695621760107e-4
mean,TRUE,TRUE,1000,ARG,115.21970993250099,69.17817853657581,-25.242648226772488,14.140367723019413,0.001958209828615187
mean,TRUE,TRUE,1000,ARM,97.97532720727175,68.85534720383146,5.237373737373744,2.646498130476033,0.0011025157970130871
mean,TRUE,TRUE,1000,AUS,130.3458534668137,45.716826297678665,-4.049042769631001,13.414221708339351,0.0017290749266835662
mean,TRUE,TRUE,1000,AUT,228.36207183041972,140.87980567708462,-13.721367399293555,16.698480820044054,0.003103060950295086
mean,TRUE,TRUE,1000,AZE,27.620551886765774,11.434964802705426,-5.341497589108442,3.9218814408622507,0.0018139351503592596
mean,TRUE,TRUE,1000,BAN,245.23634868737005,205.24606716570202,-14.834405082787839,10.176087793608012,0.0015739858902707059
mean,TRUE,TRUE,1000,BEL,203.28188125495598,119.2939974232768,-10.88789142864973,15.35274922531531,0.0018328089246221493
mean,TRUE,TRUE,1000,BIH,257.4672070978303,84.92939936269471,11.459763313609464,21.493293885601577,0.0011079844484969943
mean,TRUE,TRUE,1000,BLR,35.602713983023904,18.972387642309776,-8.823869064927507,5.020271673659284,0.0010525141139916198
mean,TRUE,TRUE,1000,BOL,157.59006333793872,118.1467420894457,-3.6140011765694595,6.764859792139394,0.0017684227746987498
mean,TRUE,TRUE,1000,BOT,236.8584387742567,255.76356926035024,-21.24473975636766,3.581437941903058,0.001124837809619717
mean,TRUE,TRUE,1000,BRA,247.8704161552856,145.20987643628445,-0.048376688910749976,14.827972443515062,0.007157788330042081
mean,TRUE,TRUE,1000,BUL,132.97052261585958,90.54363372218488,-20.33302386355821,12.160695864894336,0.0015430879063061188
mean,TRUE,TRUE,1000,CAN,173.5010843638085,64.75712848694943,7.651169026169029,13.419133419133416,0.0013507857081581011
mean,TRUE,TRUE,1000,CHI,272.91415396240217,205.86648804125363,-14.41701533432424,13.956427562641164,0.0016206528987297276
mean,TRUE,TRUE,1000,CHN,73.02428059086033,105.26206836929761,-12.078514860251651,-1.0646649679774143,0.002237780246324385
mean,TRUE,TRUE,1000,COL,158.6449228094055,116.12207638544392,-14.558258623672074,10.459517603246464,0.004538285835298681
mean,TRUE,TRUE,1000,CRC,204.3303279546453,166.41524299450487,-14.052461626929713,9.644416921012667,8.422316075901367e-4
mean,TRUE,TRUE,1000,CRO,188.3835581163731,75.48225560914534,-8.753339734060127,18.890936003055828,0.0027719413896724636
mean,TRUE,TRUE,1000,CUB,173.44859351348094,101.12960793258345,-9.151715501179439,13.15334250833185,0.005611065249358921
mean,TRUE,TRUE,1000,CZE,176.0790123887345,74.24890239711294,-7.184688337875869,16.82752886170755,0.005483038338748298
mean,TRUE,TRUE,1000,DEN,109.18301582098665,26.934545029881136,-19.011324180705287,17.514303286290257,9.468592500855959e-4
mean,TRUE,TRUE,1000,DOM,210.526705230252,141.68240494049329,3.321008403361347,8.947731092436975,9.843385203588233e-4
mean,TRUE,TRUE,1000,ECU,117.70826227941812,101.33372760439642,-6.447045536218493,4.277478309974846,0.0022340296691277382
mean,TRUE,TRUE,1000,EGY,270.41086662367445,171.57192008878098,-8.433268069831946,16.76672377223038,0.0013058986629466327
mean,TRUE,TRUE,1000,ENG,180.51022689553577,70.96326983335811,0.1681770669610856,15.75734818688073,0.0024341692911277624
mean,TRUE,TRUE,1000,ESA,-10.887264583783686,-75.68776066524272,-16.401801801801803,14.221621621621622,3.7799301237115854e-4
mean,TRUE,TRUE,1000,ESP,187.50569640658034,80.86598916013531,-2.9285157064549594,16.257515349905365,0.014215651603119139
mean,TRUE,TRUE,1000,EST,217.24175683808966,212.95172822515877,-13.348759391375715,4.583433297556663,4.536539860306195e-4
mean,TRUE,TRUE,1000,FIN,309.9233624791837,229.39226184027274,-20.286394557823137,17.645170068027213,5.9904965636373e-4
mean,TRUE,TRUE,1000,FRA,187.94815243322643,122.58271149514489,-9.813677628465307,12.346560565798452,0.01839777011690134
mean,TRUE,TRUE,1000,GEO,10.278741449465437,9.8147194710957,-15.914041339985744,4.793205036825849,0.0015350167545382673
mean,TRUE,TRUE,1000,GER,192.22431072751115,109.29160557571791,-6.73060005803741,13.96583264605227,0.02435313655879399
mean,TRUE,TRUE,1000,GRE,166.82542074717193,113.01040358140017,-8.717551172871048,10.354335113672814,0.005339753109116678
mean,TRUE,TRUE,1000,GUA,135.16242000000008,79.44770462310058,-15.43436293436293,12.623255123255124,4.505896224566038e-4
mean,TRUE,TRUE,1000,HON,208.9100496334786,128.36459514044753,3.6482999128160465,10.538971229293807,3.686600481482076e-4
mean,TRUE,TRUE,1000,HUN,134.55844553736347,17.344305717263197,-0.5056225013736508,17.063808522328955,0.005235098136175182
mean,TRUE,TRUE,1000,INA,133.09456366251183,52.131602140804816,-11.861502390416351,15.20541095012181,0.0019262306613041717
mean,TRUE,TRUE,1000,IND,69.10066071550969,42.87961021536518,-17.444114503878986,8.964276679882708,0.0380331870697904
mean,TRUE,TRUE,1000,IRI,85.63307571168907,58.401481228096166,-12.22016105727527,7.558653887584391,0.010593619606082206
mean,TRUE,TRUE,1000,IRL,93.87122559539554,45.07587836667547,-21.596839145961553,13.454980624572602,5.883394927949531e-4
mean,TRUE,TRUE,1000,IRQ,243.24390571819666,176.32551926346588,-15.698581560283685,14.318380201358927,5.570037842751509e-4
mean,TRUE,TRUE,1000,ISL,130.50923037815758,74.62476913650093,-29.881460192608273,16.938335098068872,2.590451029008513e-4
mean,TRUE,TRUE,1000,ISR,134.32543583359342,70.08492701941391,-9.249541684853774,12.016695766041028,0.0011127937560551488
mean,TRUE,TRUE,1000,ITA,215.23555221371734,96.46061156206366,-3.8866100751910295,18.293133460043233,0.006647898547665417
mean,TRUE,TRUE,1000,JAM,112.54178011605792,124.18847678638369,-17.70395738203957,3.5772450532724527,3.2550279064609214e-4
mean,TRUE,TRUE,1000,JOR,207.15050890810915,146.25557066817888,-17.724137931034484,14.050776809397497,4.7966573542260915e-4
mean,TRUE,TRUE,1000,KAZ,42.80236804613631,43.47642281285948,-18.855029670315396,5.50241647514056,0.002285636048192116
mean,TRUE,TRUE,1000,KEN,248.34390117541636,206.17282649914637,-5.492504996668888,7.716355762824783,0.0012073223196791664
mean,TRUE,TRUE,1000,KGZ,143.13818763136712,105.09622676858321,-10.979959785522787,8.750234584450403,5.721112190039795e-4
mean,TRUE,TRUE,1000,KOR,117.16797833838544,172.09348050587732,6.9250761005806645,-9.982234671168754,0.001867706004495508
mean,TRUE,TRUE,1000,LAT,52.106116508863416,1.8072711038915656,8.750920260813842,4.659070065454724,8.029513263647841e-4
mean,TRUE,TRUE,1000,LTU,70.91211026389381,45.84120064089027,-13.430138953942233,7.6062201405152265,0.0011707598940055176
mean,TRUE,TRUE,1000,MAS,149.72751983884396,101.56077695701617,-0.5010107711426635,7.099108454181181,0.0027005249391137028
mean,TRUE,TRUE,1000,MDA,93.40628676563281,31.4150480695602,5.80037220843672,7.222518610421837,7.125836346539581e-4
mean,TRUE,TRUE,1000,MEX,200.3310326025147,137.878893727931,-2.431585052614132,9.733801474852932,0.0036382073219095945
mean,TRUE,TRUE,1000,MGL,135.34908025729118,99.25828222879919,-6.004133816322181,6.990936856310817,0.0010103672372726816
mean,TRUE,TRUE,1000,MNE,321.97989346693123,170.01712981147114,5.2261904761904745,20.375661375661373,3.74622165332648e-4
mean,TRUE,TRUE,1000,MYA,166.97748551827672,24.932799453146316,8.82384138381201,17.876060704960835,7.068054454754022e-4
mean,TRUE,TRUE,1000,NED,161.10819926393324,36.4846567702658,6.155438078845997,16.15472092451438,0.0034065266884151847
mean,TRUE,TRUE,1000,NEP,216.38130590800168,105.20859535464916,3.137901043679939,15.109972941631234,0.00109544956358588
mean,TRUE,TRUE,1000,NGR,237.6454682736705,174.6533347203759,15.565931690445307,4.466709900562041,7.282723065503255e-4
mean,TRUE,TRUE,1000,NOR,50.39015506301159,47.64194133779405,-41.096351674641156,12.601601541733118,0.0013845063360647676
mean,TRUE,TRUE,1000,NZL,196.01101259177443,102.9053824700691,-5.255331302361007,14.995620715917742,0.00047649711935668744
mean,TRUE,TRUE,1000,PAN,311.1300534346201,225.04091727090423,2.5251141552511385,11.672478206724783,3.1161630310131127e-4
mean,TRUE,TRUE,1000,PAR,272.02687024300695,210.2075651506996,-20.773776223776224,15.08986013986014,3.4979050968244815e-4
mean,TRUE,TRUE,1000,PER,165.96107226605736,124.49790276816852,-9.227099592647996,8.723329636300118,0.0031331879809471984
mean,TRUE,TRUE,1000,PHI,161.80377515971122,70.87778748429945,3.817034865851557,11.986738832207621,0.001359464163042789
mean,TRUE,TRUE,1000,POL,126.56717511663496,79.77119881588727,-17.331782478538464,11.899815172507896,0.010085019468943563
mean,TRUE,TRUE,1000,POR,146.87981333801875,55.9834420690143,4.756475272153764,11.703464591160294,0.0015132491783555445
mean,TRUE,TRUE,1000,ROU,112.5287431814622,41.30631570019203,-8.09471622921533,12.681198467775179,0.004203040792948045
mean,TRUE,TRUE,1000,RSA,198.52219521798096,139.74176684533472,-3.833117864890326,9.620220435173213,0.0019599160252552475
mean,TRUE,TRUE,1000,RUS,172.68384123170105,122.41925481610608,-11.364189549586236,10.628033342360919,0.032345292421414026
mean,TRUE,TRUE,1000,SCO,157.34865003703692,91.30779475554806,-7.287654320987656,11.693827160493832,3.8284500229102304e-4
mean,TRUE,TRUE,1000,SGP,99.88977387729295,51.3679550879033,7.921568627450981,4.648956356736246,5.208538293387467e-4
mean,TRUE,TRUE,1000,SLO,145.88054903482148,98.110699062091,-31.259085509406248,16.176556729087018,0.001470346344237936
mean,TRUE,TRUE,1000,SRB,178.64186494326827,70.97585207325477,-6.319809285704238,17.41277498613882,0.005648625358194238
mean,TRUE,TRUE,1000,SRI,76.40050728162228,56.21612703241844,2.8793523356413573,2.0574175551874028,0.009555418375607467
mean,TRUE,TRUE,1000,SUI,210.62878442207608,139.2686971904405,-18.218260040595062,15.70761350964397,0.001475907936659803
mean,TRUE,TRUE,1000,SVK,126.03556392174934,11.35994142080088,-10.618317697284922,19.700837423557914,0.002830866648298319
mean,TRUE,TRUE,1000,SWE,192.5804279154645,68.27212241093976,9.349506653905749,15.160639412997902,0.0014793350320168378
mean,TRUE,TRUE,1000,THA,221.57788099680124,165.4212596766486,4.91152151608425,6.644577222523992,4.537430925969406e-4
mean,TRUE,TRUE,1000,TJK,356.4630029153548,258.8466725237709,0.7597267597267603,13.86011286011286,2.1481771761134224e-4
mean,TRUE,TRUE,1000,TKM,96.3304318431044,59.38889516135042,-3.7664014517029543,6.449120603015075,5.875535760933372e-4
mean,TRUE,TRUE,1000,TTO,250.34761992303322,109.83818616914593,10.719675532918323,17.091492171288436,2.8182785296691917e-4
mean,TRUE,TRUE,1000,TUN,333.9653123441609,256.8793932329549,-15.754195011337863,15.802040816326528,3.765405334161806e-4
mean,TRUE,TRUE,1000,TUR,101.20123841180771,78.7018670794002,-15.61832586024957,7.88501590377372,0.00963422643727974
mean,TRUE,TRUE,1000,UAE,260.720338224138,271.69169639640614,-18.057183908045985,3.7795977011494237,4.399415883054344e-4
mean,TRUE,TRUE,1000,UKR,156.15930299942548,75.00955828530398,-0.0053805533108644,11.711260561601545,0.00488225998589099
mean,TRUE,TRUE,1000,URU,182.61841659830634,123.70684402429121,-22.321355001144433,15.12989242389563,4.309261502817114e-4
mean,TRUE,TRUE,1000,USA,206.4573579654697,129.94101116938882,-12.910722938675192,14.875381752675931,0.005426688205565807
mean,TRUE,TRUE,1000,UZB,142.28403109997652,104.44086071470991,-7.468195684798388,7.678604817083674,0.001214012313670359
mean,TRUE,TRUE,1000,VEN,88.44685758025136,29.681384236197374,-5.5153178886055585,10.117652388200334,0.0026604021311472264
mean,TRUE,TRUE,1000,VIE,66.16333505958698,54.344644028479514,4.18276955251627,0.46317720090293335,0.0014518587131975872
mean,TRUE,TRUE,1000,WLS,155.03139219201378,53.47851538519029,2.3509048646853685,13.95558691681886,4.598892836047971e-4
mean,TRUE,TRUE,1000,ZAM,435.262614215894,415.0424934086793,-16.6583885209713,7.865011037527594,9.920874999149846e-4
mean,TRUE,TRUE,1000,ZIM,414.10307064516127,379.23050706806924,2.219132369299224,4.372954075957413,6.363803220288986e-4
mean,TRUE,TRUE,1400,ALG,146.43391609383454,171.73791393242223,-38.71289537712895,11.808979479410553,8.087127812948324e-4
mean,TRUE,TRUE,1400,ARG,65.30452004386952,81.35159215802437,-36.963975933052346,13.837527105857923,0.002160325379118481
mean,TRUE,TRUE,1400,ARM,44.85391675898571,39.121484803741424,0.540686006203245,1.5335705163291387,0.0011542653261313316
mean,TRUE,TRUE,1400,AUS,11.287487382548587,-13.231695036577673,-4.617011542792788,10.103568412162161,0.0017362207906852101
mean,TRUE,TRUE,1400,AUT,132.75863290359533,131.1372263336558,-27.267399403874805,14.45744225037258,0.003154910141377521
mean,TRUE,TRUE,1400,AZE,17.39990910682508,7.850645687779174,-4.235927244409822,5.181708198909778,0.0014701178942278866
mean,TRUE,TRUE,1400,BAN,85.23294989845166,140.19467989667777,-48.73090348416387,7.567681007345229,0.0012935541139270034
mean,TRUE,TRUE,1400,BEL,96.20440728014904,95.70560126059688,-28.475109257848516,14.72062868369352,0.0018283879452774831
mean,TRUE,TRUE,1400,BIH,198.37826093003127,119.31992101336871,9.637729668138448,20.034717276741205,0.0012281042973439945
mean,TRUE,TRUE,1400,BLR,7.745150266348801,6.442019666377995,-11.880726205758293,6.487682621187112,0.001326393516174031
mean,TRUE,TRUE,1400,BOL,89.51501278702901,106.99152371310774,-26.27853299348626,7.921268762390255,0.0010952573376237923
mean,TRUE,TRUE,1400,BOT,115.93218709014688,219.21230853754417,-64.72431865828094,0.49004192872117613,8.831730462563693e-4
mean,TRUE,TRUE,1400,BRA,155.46916753515922,124.7352519588772,-7.4237778495096265,13.501431393826174,0.007333603783016376
mean,TRUE,TRUE,1400,BUL,83.145849899821,96.53751477088313,-30.399047284896902,11.318484832127822,0.0020325456010539668
mean,TRUE,TRUE,1400,CAN,104.09239958019144,60.23679768959838,5.031514138035874,11.27473396169048,0.0014062877748683283
mean,TRUE,TRUE,1400,CHI,129.6542685913046,142.87229304671894,-32.85109335109335,12.62737262737263,0.0014976387222542138
mean,TRUE,TRUE,1400,CHN,16.729712887480524,54.43014871992205,-19.045117548915513,-2.164128621264979,0.002409352352260679
mean,TRUE,TRUE,1400,COL,87.97836715074895,92.06076786955104,-21.759713838587082,9.839570757880615,0.005718889047860583
mean,TRUE,TRUE,1400,CRC,63.220061841558326,114.93146391624096,-49.15735930735931,8.812121212121212,7.373595952703216e-4
mean,TRUE,TRUE,1400,CRO,97.6112400665212,75.23132525643051,-20.225390565751553,17.410712118913995,0.0031426685508327812
mean,TRUE,TRUE,1400,CUB,149.24987220172926,128.25553020391567,-11.943087239383061,12.73735109019498,0.006479475262810561
mean,TRUE,TRUE,1400,CZE,61.4285040493098,48.80541598437812,-21.5770560064381,15.021144774612623,0.006162859103675287
mean,TRUE,TRUE,1400,DEN,9.457283773777128,22.64424232312328,-42.63139831133009,17.63915734950414,9.588033462029611e-4
mean,TRUE,TRUE,1400,DOM,160.93582710849287,138.7091060245196,-2.287432498772702,8.188267059401081,9.780661144179904e-4
mean,TRUE,TRUE,1400,ECU,78.82450091959588,78.48440223938348,-8.598724499900968,4.505066349772232,0.0024061107912367653
mean,TRUE,TRUE,1400,EGY,141.68540920797454,137.87432587273668,-26.559586716704317,14.786864170455722,0.0011140725165162966
mean,TRUE,TRUE,1400,ENG,105.99204099588874,70.1805462179833,-5.356444444444442,14.047444444444444,0.0027454910609762983
mean,TRUE,TRUE,1400,ESA,19.004652034313818,-2.1619641029981267,-15.44934640522876,14.584967320261441,5.387811691538586e-4
mean,TRUE,TRUE,1400,ESP,73.46851984758672,48.49387166648839,-16.70852800987568,16.431394217879074,0.01391775772454163
mean,TRUE,TRUE,1400,EST,112.02677235640662,137.64162795383555,-18.674895024812315,1.4627179030411028,5.693629254930452e-4
mean,TRUE,TRUE,1400,FIN,191.50609019055506,209.928124471465,-37.68795123683277,13.457864836075274,6.173798361951858e-4
mean,TRUE,TRUE,1400,FRA,84.63767457964603,85.04196914897426,-26.90911309979606,13.63455922553311,0.016950700310982815
mean,TRUE,TRUE,1400,GEO,-52.620940356332305,-29.094290329375227,-20.976538414107793,3.299235417437419,0.0016855869049268281
mean,TRUE,TRUE,1400,GER,133.41041112469847,110.32357816686678,-11.130738575273185,12.982622038618814,0.02623721224344674
mean,TRUE,TRUE,1400,GRE,68.8678619178963,88.91390395159493,-30.966232937813544,9.507350049400006,0.004300955603404186
mean,TRUE,TRUE,1400,HUN,44.112834284743485,8.848149508038148,-8.541279514331393,15.503612778151087,0.006070575239466362
mean,TRUE,TRUE,1400,INA,88.41618675151527,61.29000295780093,-14.54800855722645,16.00580968560582,0.002251791134613469
mean,TRUE,TRUE,1400,IND,-16.633228407064173,51.75969645418974,-59.29318219482285,8.72849645907218,0.014628903218062643
mean,TRUE,TRUE,1400,IRI,19.390268747632117,50.29671067921092,-36.16401940171118,8.73634906426296,0.007724370680691499
mean,TRUE,TRUE,1400,IRL,55.73476597166553,57.3578473321341,-27.892442549158964,13.752617863065623,6.538644819487549e-4
mean,TRUE,TRUE,1400,IRQ,82.17803546648558,95.68605706060221,-28.651656314699792,10.38806935817805,5.222158609549973e-4
mean,TRUE,TRUE,1400,ISR,62.10134383236977,62.132420012363546,-20.622356645018215,10.537150522730869,0.0012815613033958667
mean,TRUE,TRUE,1400,ITA,98.73356754431508,86.26753266773947,-24.794420962735863,16.617021136633365,0.006370329831041992
mean,TRUE,TRUE,1400,KAZ,39.36289313089878,63.34857765504039,-32.31798384943325,8.954683572277009,0.001985435464706095
