FED,MAX1_OBS,MAX1_PTMEAN,MAX1_PTSD,MAX1_PTPVAL,AGEDIFFMAX1,MAX10_OBS,MAX10_PTMEAN,MAX10_PTSD,MAX10_PTPVAL,AGEDIFFMAX10,MEAN_OBS,MEAN_PTMEAN,MEAN_PTSD,MEAN_PTPVAL,SD_OBS,SD_PTMEAN,SD_PTMEAN.1,SD_PTPVAL,MEDIAN_OBS,MEDIAN_PTMEAN,MEDIAN_PTSD,MEDIAN_PTPVAL,AGEDIFFOVERALL,KNAPP1,KNAPP10,KNAPP30,PERF
COL,292,59.089833,65.29434952,0.000686,-1,335.8,195.086926,51.00202201,0.001842,5.9,81.597914,0.062939751,23.78863743,0.000228,30.8353355,0.3839227,15.62941512,0.025173,116.5,0.553223,31.74866383,0.000118,12.117699,0.000673429,0.01167291,0.008836063,12.3
NED,388,246.406074,109.5707631,0.05963,-3,339.6,293.318597,48.23564157,0.168999,-0.5,118.560344,-0.015692432,23.02025975,0,-43.9806753,0.477304299,15.73282169,0.997477,146,0.446013,27.53295858,0,16.7367187,0.05485512,0.4587384,0.005351378,3.7
MEX,357,126.332936,95.48231321,0.001037,19,378.3,165.232751,49.42998678,0,10.9,177.790524,-0.021763562,24.49690352,0,49.8595988,0.356471048,15.12339101,0.000415,222,-0.6361605,35.98781239,0,10.7057429,0.000624808,3.86E-07,6.93E-12,14.6
PHI,388,69.23699,72.9364054,0,11,382.2,115.743942,45.79818823,0,11.9,190.061603,0.022048644,30.41662663,0,87.5344506,0.337183544,17.63275947,0,187.5,-2.9206245,38.68923977,0,12.8195084,1.01E-07,2.27E-07,1.57E-10,20.5
SVK,251,168.235107,93.14605005,0.229933,-4,275.3,285.247273,48.60994552,0.590436,-3,37.307522,-0.014125861,23.56454685,0.055466,-18.0829231,0.467034156,15.18168856,0.88809,63.5,-2.8790115,33.739833,0.021977,21.3733707,0.2291823,0.8747089,0.2536399,3.9
KAZ,141,119.574413,98.00997471,0.525787,7,187.5,174.415826,60.02852541,0.409284,8.3,-5.140835,0.01272069,32.26001883,0.567459,2.476564,0.572382996,21.27706183,0.459266,-6.5,2.2606155,44.5566898,0.573699,8.4827035,0.525991,0.3518643,0.7623344,14.8
AUT,364,231.644411,98.45287872,0.052947,-6,316.3,242.286358,43.59773093,0.038516,12.5,115.124029,-0.005430772,23.08057876,0,-7.7836486,0.509961714,15.18552331,0.707981,150,-0.0416625,26.8051642,0,16.4318956,0.05251139,0.03127762,1.04E-06,4.1
CRO,362,155.039856,90.84168368,0.006386,11,387.3,270.508514,49.31846746,0.006574,2.6,92.350877,0.071327497,25.34621513,9.50E-05,16.8419614,0.523133656,16.54811202,0.162486,86,-3.648044,34.65544475,0.002056,19.1267685,0.005705849,0.03619856,0.000849982,5
ENG,287,183.266975,116.7559524,0.184667,7,425.3,325.087083,59.81078286,0.036797,7.6,122.475962,-0.032063469,27.66023837,4.00E-06,0.3282535,0.598204819,17.98987102,0.510494,201.5,0.0289905,37.84437362,0,15.5699234,0.1847803,0.00308425,2.17E-06,5.3
SRI,426,158.642588,165.3231434,0.00199,-1,354.8,149.854333,59.82981258,1.50E-05,3.888889,101.615844,-0.039619619,22.927346,0,69.0276523,0.495899209,18.12921194,3.60E-05,60.5,-2.8984745,23.65679651,0.000779,3.378216,0.002043559,1.86E-05,0.000165835,19.2
GEO,167,53.572492,88.24010423,0.028322,1,175.9,83.137087,45.65181041,0.023866,6.8,-42.117766,0.041268398,45.72639779,0.82161,43.0142422,0.395467797,24.09877144,0.04113,-120.5,-5.704711,73.92008651,0.951067,3.2393141,0.02820861,0.100205,0.8300066,27.2
VIE,347,81.045108,148.8796606,0.003662,-4,249,93.509843,69.12136967,0.007472,0.4,56.499673,-0.008635136,41.80209003,0.088078,64.8714933,0.397897761,25.26152635,0.005034,34.5,-2.436906,67.52264656,0.320462,1.8098235,0.003685233,0.02943869,0.2084573,32.1
BEL,319,199.024825,103.8492148,0.151665,21,486.1,333.200001,55.20591423,0.001529,11,106.738122,0.063936048,28.86406507,6.30E-05,26.3971743,0.7864872,19.28115015,0.091396,113.5,-0.2313535,37.87518005,0.001652,15.4272215,0.1457675,0.001588841,0.001209261,3.6
ARG,296,178.778245,99.78964786,0.127426,-2,403.2,349.895379,64.52590132,0.206724,1.5,9.920909,-0.004057995,32.10325069,0.383909,12.1634581,0.948042216,22.65710755,0.311087,27,3.147556,41.22177407,0.276445,14.8668831,0.1224064,0.4008092,0.2644149,3.4
AZE,317,114.325603,101.0253341,0.024056,15,326.2,207.352849,67.96636532,0.03403,7.5,59.564441,0.010497651,50.93941674,0.120818,28.2541196,0.686524841,26.76590293,0.151765,28.5,-4.724128,79.37751368,0.334009,7.1564934,0.02417023,0.2153057,0.3439388,16.5
BUL,261,184.660025,146.0729997,0.182995,4,251.1,185.313375,54.96166949,0.11209,9.1,67.113552,-0.027609101,41.89341277,0.053991,-1.8543389,0.684164371,23.42071558,0.541773,71,0.773627,55.04053511,0.089325,12.400746,0.1834137,0.4928856,0.08017673,13
SLO,330,153.670256,101.0554893,0.029005,11,325.3,227.981277,54.20127034,0.032731,14.1,33.560266,-0.024938575,37.6515653,0.187064,14.9675943,0.718180125,21.98612129,0.259242,-20,2.1162935,56.46966668,0.631807,16.9555556,0.0290253,0.2202224,0.4980047,9.3
MGL,100,25.267551,53.57246802,0.08513,0,200.1,74.428003,52.83002881,0.009168,4,104.188923,-0.127038796,49.30658081,0.017162,12.3602463,0.401398204,26.1517137,0.322427,71.5,-1.162429,66.64432425,0.149512,5.9643221,0.08532177,0.02631572,0.07056291,33.1
ISR,338,162.342895,92.40504483,0.037877,26,400.9,320.043685,62.9137156,0.100358,9.2,76.27135,0.023485947,39.74127056,0.025858,15.1997444,0.889633354,24.02867479,0.275821,125.5,1.249741,56.68086772,0.01784,10.7693354,0.03773324,0.2117321,0.003327142,4.2
INA,150,109.841899,93.16005645,0.49632,5,244.5,165.020962,52.10011764,0.056145,7.7,59.983516,0.042893915,34.01070766,0.039241,23.4121917,0.752894582,22.24302505,0.155072,85,-1.918724,52.58499323,0.047757,16.0541631,0.4961098,0.004774242,0.06672646,16
PER,263,185.477537,143.0921645,0.290549,-2,542,382.768027,81.88457876,0.018427,11.9,109.225339,-0.094565478,38.57824084,0.001375,49.3759579,1.365683441,30.02421716,0.05368,127.5,-6.365469,57.42591596,0.003536,11.1989122,0.2909875,0.07789124,0.004861323,9
NOR,670,441.257706,171.1015169,0.032301,-12,498.5,434.289844,72.60512832,0.186573,-5.6,3.562458,0.014142997,37.18685633,0.468994,29.0927799,1.348154082,27.16698917,0.152944,-13,-5.860018,50.14921497,0.595723,16.729409,0.03111267,0.3329485,0.8648876,3.3
ARM,376,112.185929,96.89795615,0.003869,-4,374.8,219.765057,66.85853342,0.013473,3.1,119.136511,0.006215004,54.44943355,0.012896,48.1348386,0.901048238,29.50533119,0.057721,117,-2.129131,76.40858194,0.063053,4.9225499,0.003824596,0.08331308,0.01984922,14.8
SWE,222,282.926276,110.4243549,0.73639,-30,402.1,375.251225,57.83740389,0.321569,2.2,61.252016,0.008862168,36.522609,0.045134,-15.1553801,1.002601555,22.90118432,0.759599,96,-1.811742,50.47953551,0.025233,12.9378419,0.7369225,0.449799,0.1722182,2
UZB,243,119.522606,102.2856972,0.133763,20,378.4,263.894868,85.59556701,0.092103,1.7,50.758382,-0.019661166,48.94265322,0.149592,37.5840319,1.196701453,32.57844786,0.133354,53.5,-7.0930855,55.46219814,0.130183,7.0527079,0.1346666,0.1614207,0.307313,15.1
LAT,338,105.731906,109.7886013,0.011451,0,328.8,190.908609,67.18888884,0.015837,1.9,55.935763,-0.039537464,46.88154734,0.116283,37.3628892,0.793154353,26.76343358,0.086788,15,-3.899421,61.0371734,0.391289,0.5834267,0.01160957,0.110489,0.2356794,18.4
LTU,-3,56.986929,71.52020002,0.976741,20,297.5,224.338481,68.49976498,0.142463,-2.5,58.16996,-0.041164264,44.85831645,0.096746,27.4024914,0.873052874,26.79518779,0.162118,76,-0.937102,62.41704326,0.119725,4.4940711,1,0.09059787,0.1244388,15.4
SUI,325,216.663777,106.7435435,0.118291,27,395.7,339.340715,54.41362839,0.148085,5.1,105.283819,0.058310503,35.97348827,0.001551,-22.2935959,0.967969672,22.34874168,0.849718,181,2.287418,57.04020572,0.000167,11.2652325,0.1141143,0.086273,0.000374541,3.3
CHI,529,207.134721,121.2926185,0.000532,-6,499.1,322.517901,62.52831015,0.001876,4.5,65.346408,0.008679749,39.01194735,0.044874,88.7333352,1.117684342,25.15574421,0.000127,58,-2.86812,53.462606,0.115599,9.6530887,0.000463287,0.0198091,0.2886343,6.2
VEN,542,256.848223,131.661169,0.002521,5,462.6,316.032324,61.55226231,0.006888,1.9,84.326453,0.000767944,37.15293971,0.009653,44.1715036,1.143594594,24.61155712,0.03847,46.5,-2.0382445,54.19299141,0.169641,13.2194853,0.002516666,0.03031525,0.0759169,5.8
MAS,443,262.375165,168.6225618,0.060401,-1,342.6,297.63427,75.75288206,0.282358,10.6,13.843758,-0.000909931,36.95706332,0.362082,17.2592467,1.554057685,29.16244048,0.299324,4.5,-1.983273,46.49763835,0.470602,10.8025222,0.06025985,0.7480074,0.2674708,9.9
ECU,370,140.632954,146.0896988,0.048634,25,424,238.875028,91.77177069,0.01735,12.111111,37.352273,0.003104698,41.74996233,0.18776,90.5342299,1.502283945,33.63290313,0.004198,-32.5,-4.458451,48.12772211,0.778659,2.7582753,0.04811066,0.09177736,0.688707,18.9
BLR,263,95.022553,87.07255252,0.028235,8,394.3,238.661071,77.32240818,0.022719,7.7,56.607778,0.015366035,55.7748338,0.155784,63.8099936,1.05089738,31.34039047,0.024645,3,6.001999,76.36167736,0.457936,11.571232,0.0280543,0.2268661,0.2790963,15.7
CAN,341,220.445937,127.6252152,0.192911,16,436.7,399.791756,70.87410499,0.306418,13.1,91.298998,0.007004612,42.6465301,0.013679,-8.4239474,1.529972093,29.56449405,0.632437,155,-0.634373,54.4117419,0.002465,15.4488479,0.1836829,0.05571868,0.09008329,4.6
AUS,285,209.982617,136.4649727,0.283203,-27,458.5,445.697769,80.1060701,0.448138,-8.888889,7.52046,0.014088869,41.45513928,0.438197,10.5816943,2.191804719,33.88457143,0.403671,11,-4.3182335,50.6416542,0.379469,16.5304544,0.2682173,0.5855115,0.4216822,4.9
EGY,500,335.19833,147.0390077,0.081821,9,515.3,362.126002,62.42386001,0.005416,12.7,125.361008,0.017970848,43.64162524,0.001532,31.1213484,1.324991911,26.50237098,0.127227,97.5,-4.2503535,64.77863378,0.051699,16.9819172,0.08147813,0.000312503,0.1220185,4.6
DEN,440,293.199647,124.3016476,0.109897,-17,476.7,464.493304,59.82260352,0.423587,-1.8,-1.362745,-0.007060862,40.55883981,0.517673,-7.702631,1.440095575,26.29814821,0.641528,-32,-2.893457,57.9499537,0.688644,16.6724688,0.1079797,0.8146952,0.3795213,1.4
MDA,335,112.663749,107.288274,0.004603,17,390.6,227.175316,82.98317012,0.028133,3.9,134.987879,-0.010754195,63.88768666,0.015725,56.2893931,1.239228102,34.92665497,0.061095,176,-1.482848,85.78925034,0.019943,11.2547074,0.004749085,0.02179121,0.1851852,18.5
BOL,347,171.028518,136.8019155,0.041943,11,359.6,228.538309,76.40656708,0.040976,6.5,79.273984,0.002995063,48.41479576,0.048164,50.0401692,1.393482705,30.46068793,0.055195,85,-4.931923,77.03663584,0.118495,6.6166667,0.0416544,0.05582844,0.2860424,15.5
