juniors,inactives,floor,fed,metric,value
FALSE,FALSE,1600,ALL,sd_ptmean,0.020331573
FALSE,FALSE,1600,ALL,sd_ptsd,2.695775406
FALSE,FALSE,1600,ALL,sd_ptpval,0.013396
FALSE,FALSE,1600,ALL,median_obs,8
FALSE,FALSE,1600,ALL,median_ptmean,0.0510225
FALSE,FALSE,1600,ALL,median_ptsd,5.4813628
FALSE,FALSE,1600,ALL,median_ptpval,0.090283
FALSE,FALSE,1600,ALL,agediffoverall,12.6563559
FALSE,FALSE,1600,ALL,knapp1,0.038472113
FALSE,FALSE,1600,ALL,knapp10,9.78e-5
FALSE,FALSE,1600,ALL,knapp30,3.87e-6
FALSE,FALSE,1600,ALL,perf,4.2
FALSE,FALSE,1600,GER,top1_obs,193
FALSE,FALSE,1600,GER,top1_ptmean,100.501462
FALSE,FALSE,1600,GER,top1_ptsd,63.0196873
FALSE,FALSE,1600,GER,top1_ptpval,0.086661
FALSE,FALSE,1600,GER,agedifftop1,9
FALSE,FALSE,1600,GER,top10_obs,288.7
FALSE,FALSE,1600,GER,top10_ptmean,194.308623
FALSE,FALSE,1600,GER,top10_ptsd,33.67072947
FALSE,FALSE,1600,GER,top10_ptpval,0.001359
FALSE,FALSE,1600,GER,agedifftop10,-7
FALSE,FALSE,1600,GER,mean_obs,81.625802
FALSE,FALSE,1600,GER,mean_ptmean,0.001108794
FALSE,FALSE,1600,GER,mean_ptsd,11.09231088
FALSE,FALSE,1600,GER,mean_ptpval,0
FALSE,FALSE,1600,GER,sd_obs,22.624748
FALSE,FALSE,1600,GER,sd_ptmean,0.116719985
FALSE,FALSE,1600,GER,sd_ptsd,6.932224029
FALSE,FALSE,1600,GER,sd_ptpval,4.49e-4
FALSE,FALSE,1600,GER,median_obs,86
FALSE,FALSE,1600,GER,median_ptmean,-0.6926725
FALSE,FALSE,1600,GER,median_ptsd,16.97028213
FALSE,FALSE,1600,GER,median_ptpval,0
FALSE,FALSE,1600,GER,agediffoverall,8.8809621
FALSE,FALSE,1600,GER,knapp1,0.086444368
FALSE,FALSE,1600,GER,knapp10,0.002781102
FALSE,FALSE,1600,GER,knapp30,1.07e-9
FALSE,FALSE,1600,GER,perf,4.1
FALSE,FALSE,1600,RUS,top1_obs,205
FALSE,FALSE,1600,RUS,top1_ptmean,62.281531
FALSE,FALSE,1600,RUS,top1_ptsd,49.51914957
FALSE,FALSE,1600,RUS,top1_ptpval,0.003612
FALSE,FALSE,1600,RUS,agedifftop1,15
FALSE,FALSE,1600,RUS,top10_obs,258.2
FALSE,FALSE,1600,RUS,top10_ptmean,147.675906
FALSE,FALSE,1600,RUS,top10_ptsd,37.29742585
FALSE,FALSE,1600,RUS,top10_ptpval,0.001923
FALSE,FALSE,1600,RUS,agedifftop10,-0.6
FALSE,FALSE,1600,RUS,mean_obs,16.503357
FALSE,FALSE,1600,RUS,mean_ptmean,0.005039739
FALSE,FALSE,1600,RUS,mean_ptsd,14.38405881
FALSE,FALSE,1600,RUS,mean_ptpval,0.125414
FALSE,FALSE,1600,RUS,sd_obs,31.669812
FALSE,FALSE,1600,RUS,sd_ptmean,0.153448213
FALSE,FALSE,1600,RUS,sd_ptsd,9.473616878
FALSE,FALSE,1600,RUS,sd_ptpval,3.99e-4
FALSE,FALSE,1600,RUS,median_obs,-15
FALSE,FALSE,1600,RUS,median_ptmean,-1.2746715
FALSE,FALSE,1600,RUS,median_ptsd,18.60123903
FALSE,FALSE,1600,RUS,median_ptpval,0.743268
FALSE,FALSE,1600,RUS,agediffoverall,12.3408789
FALSE,FALSE,1600,RUS,knapp1,0.003697603
FALSE,FALSE,1600,RUS,knapp10,0.003779781
FALSE,FALSE,1600,RUS,knapp30,0.01573386
FALSE,FALSE,1600,RUS,perf,9.3
FALSE,FALSE,1600,FRA,top1_obs,337
FALSE,FALSE,1600,FRA,top1_ptmean,247.326343
FALSE,FALSE,1600,FRA,top1_ptsd,105.5769916
FALSE,FALSE,1600,FRA,top1_ptpval,0.169273
FALSE,FALSE,1600,FRA,agedifftop1,-4
FALSE,FALSE,1600,FRA,top10_obs,328.2
FALSE,FALSE,1600,FRA,top10_ptmean,287.283172
FALSE,FALSE,1600,FRA,top10_ptsd,48.33420478
FALSE,FALSE,1600,FRA,top10_ptpval,0.199738
FALSE,FALSE,1600,FRA,agedifftop10,-3.5
FALSE,FALSE,1600,FRA,mean_obs,19.474882
FALSE,FALSE,1600,FRA,mean_ptmean,-0.025073821
FALSE,FALSE,1600,FRA,mean_ptsd,14.74545298
FALSE,FALSE,1600,FRA,mean_ptpval,0.091645
FALSE,FALSE,1600,FRA,sd_obs,16.463725
FALSE,FALSE,1600,FRA,sd_ptmean,0.288117408
FALSE,FALSE,1600,FRA,sd_ptsd,11.32114775
FALSE,FALSE,1600,FRA,sd_ptpval,0.075384
FALSE,FALSE,1600,FRA,median_obs,18
FALSE,FALSE,1600,FRA,median_ptmean,0.307376
FALSE,FALSE,1600,FRA,median_ptsd,20.49556573
FALSE,FALSE,1600,FRA,median_ptpval,0.191057
FALSE,FALSE,1600,FRA,agediffoverall,15.4195642
FALSE,FALSE,1600,FRA,knapp1,0.163284599
FALSE,FALSE,1600,FRA,knapp10,0.237622612
FALSE,FALSE,1600,FRA,knapp30,0.01497505
FALSE,FALSE,1600,FRA,perf,3.5
FALSE,FALSE,1600,ESP,top1_obs,299
FALSE,FALSE,1600,ESP,top1_ptmean,227.765907
FALSE,FALSE,1600,ESP,top1_ptsd,89.78439942
FALSE,FALSE,1600,ESP,top1_ptpval,0.214901
FALSE,FALSE,1600,ESP,agedifftop1,1
FALSE,FALSE,1600,ESP,top10_obs,376.2
FALSE,FALSE,1600,ESP,top10_ptmean,318.233748
FALSE,FALSE,1600,ESP,top10_ptsd,46.27943274
FALSE,FALSE,1600,ESP,top10_ptpval,0.102566
FALSE,FALSE,1600,ESP,agedifftop10,-3.6
FALSE,FALSE,1600,ESP,mean_obs,12.110426
FALSE,FALSE,1600,ESP,mean_ptmean,-0.030587779
FALSE,FALSE,1600,ESP,mean_ptsd,16.48644427
FALSE,FALSE,1600,ESP,mean_ptpval,0.232459
FALSE,FALSE,1600,ESP,sd_obs,23.176336
FALSE,FALSE,1600,ESP,sd_ptmean,0.338249999
FALSE,FALSE,1600,ESP,sd_ptsd,11.93959565
FALSE,FALSE,1600,ESP,sd_ptpval,0.026292
FALSE,FALSE,1600,ESP,median_obs,13
FALSE,FALSE,1600,ESP,median_ptmean,-1.126118
FALSE,FALSE,1600,ESP,median_ptsd,23.35991164
FALSE,FALSE,1600,ESP,median_ptpval,0.294445
FALSE,FALSE,1600,ESP,agediffoverall,13.2794932
FALSE,FALSE,1600,ESP,knapp1,0.211404293
FALSE,FALSE,1600,ESP,knapp10,0.175103572
FALSE,FALSE,1600,ESP,knapp30,0.2417794
FALSE,FALSE,1600,ESP,perf,1.8
FALSE,FALSE,1600,POL,top1_obs,348
FALSE,FALSE,1600,POL,top1_ptmean,155.325862
FALSE,FALSE,1600,POL,top1_ptsd,86.13520372
FALSE,FALSE,1600,POL,top1_ptpval,0.005066
FALSE,FALSE,1600,POL,agedifftop1,-11
FALSE,FALSE,1600,POL,top10_obs,309.4
FALSE,FALSE,1600,POL,top10_ptmean,208.880715
FALSE,FALSE,1600,POL,top10_ptsd,50.01794722
FALSE,FALSE,1600,POL,top10_ptpval,0.023509
FALSE,FALSE,1600,POL,agedifftop10,3.1
FALSE,FALSE,1600,POL,mean_obs,34.51479
FALSE,FALSE,1600,POL,mean_ptmean,-0.002149593
FALSE,FALSE,1600,POL,mean_ptsd,20.7129561
FALSE,FALSE,1600,POL,mean_ptpval,0.046226
FALSE,FALSE,1600,POL,sd_obs,42.458196
FALSE,FALSE,1600,POL,sd_ptmean,0.375157585
FALSE,FALSE,1600,POL,sd_ptsd,14.4169855
FALSE,FALSE,1600,POL,sd_ptpval,0.00168
FALSE,FALSE,1600,POL,median_obs,29
FALSE,FALSE,1600,POL,median_ptmean,0.4865025
FALSE,FALSE,1600,POL,median_ptsd,30.91957271
FALSE,FALSE,1600,POL,median_ptpval,0.181079
FALSE,FALSE,1600,POL,agediffoverall,10.2193713
FALSE,FALSE,1600,POL,knapp1,0.004608711
FALSE,FALSE,1600,POL,knapp10,0.037320212
FALSE,FALSE,1600,POL,knapp30,0.01772901
FALSE,FALSE,1600,POL,perf,8.2
FALSE,FALSE,1600,CZE,top1_obs,419
FALSE,FALSE,1600,CZE,top1_ptmean,233.790645
FALSE,FALSE,1600,CZE,top1_ptsd,103.3414705
FALSE,FALSE,1600,CZE,top1_ptpval,0.017829
FALSE,FALSE,1600,CZE,agedifftop1,1
FALSE,FALSE,1600,CZE,top10_obs,384.8
FALSE,FALSE,1600,CZE,top10_ptmean,322.266276
FALSE,FALSE,1600,CZE,top10_ptsd,47.97479072
FALSE,FALSE,1600,CZE,top10_ptpval,0.090846
FALSE,FALSE,1600,CZE,agedifftop10,5.8
FALSE,FALSE,1600,CZE,mean_obs,4.310731
FALSE,FALSE,1600,CZE,mean_ptmean,0.043834135
FALSE,FALSE,1600,CZE,mean_ptsd,18.75404506
FALSE,FALSE,1600,CZE,mean_ptpval,0.413747
FALSE,FALSE,1600,CZE,sd_obs,2.854886
FALSE,FALSE,1600,CZE,sd_ptmean,0.483006754
FALSE,FALSE,1600,CZE,sd_ptsd,13.70451628
FALSE,FALSE,1600,CZE,sd_ptpval,0.43784
FALSE,FALSE,1600,CZE,median_obs,-4
FALSE,FALSE,1600,CZE,median_ptmean,0.473492
FALSE,FALSE,1600,CZE,median_ptsd,24.41877117
FALSE,FALSE,1600,CZE,median_ptpval,0.57159
FALSE,FALSE,1600,CZE,agediffoverall,14.0963949
FALSE,FALSE,1600,CZE,knapp1,0.017630835
FALSE,FALSE,1600,CZE,knapp10,0.466418666
FALSE,FALSE,1600,CZE,knapp30,0.533198
FALSE,FALSE,1600,CZE,perf,2.9
FALSE,FALSE,1600,SRB,top1_obs,256
FALSE,FALSE,1600,SRB,top1_ptmean,138.147723
FALSE,FALSE,1600,SRB,top1_ptsd,74.25170649
FALSE,FALSE,1600,SRB,top1_ptpval,0.043691
FALSE,FALSE,1600,SRB,agedifftop1,-24
FALSE,FALSE,1600,SRB,top10_obs,279.5
FALSE,FALSE,1600,SRB,top10_ptmean,229.164242
FALSE,FALSE,1600,SRB,top10_ptsd,39.42277415
FALSE,FALSE,1600,SRB,top10_ptpval,0.097852
FALSE,FALSE,1600,SRB,agedifftop10,-4.1
FALSE,FALSE,1600,SRB,mean_obs,35.895903
FALSE,FALSE,1600,SRB,mean_ptmean,-0.032510419
FALSE,FALSE,1600,SRB,mean_ptsd,21.19984237
FALSE,FALSE,1600,SRB,mean_ptpval,0.044258
FALSE,FALSE,1600,SRB,sd_obs,5.308338
FALSE,FALSE,1600,SRB,sd_ptmean,0.405482274
FALSE,FALSE,1600,SRB,sd_ptsd,13.31037063
FALSE,FALSE,1600,SRB,sd_ptpval,0.357706
FALSE,FALSE,1600,SRB,median_obs,27.5
FALSE,FALSE,1600,SRB,median_ptmean,0.0884475
FALSE,FALSE,1600,SRB,median_ptsd,29.55972396
FALSE,FALSE,1600,SRB,median_ptpval,0.183481
FALSE,FALSE,1600,SRB,agediffoverall,16.3623075
FALSE,FALSE,1600,SRB,knapp1,0.043947711
FALSE,FALSE,1600,SRB,knapp10,0.13118402
FALSE,FALSE,1600,SRB,knapp30,0.02177511
FALSE,FALSE,1600,SRB,perf,3.8
FALSE,FALSE,1600,HUN,top1_obs,333
FALSE,FALSE,1600,HUN,top1_ptmean,216.961371
FALSE,FALSE,1600,HUN,top1_ptsd,105.1375407
FALSE,FALSE,1600,HUN,top1_ptpval,0.136261
FALSE,FALSE,1600,HUN,agedifftop1,-16
FALSE,FALSE,1600,HUN,top10_obs,332.7
FALSE,FALSE,1600,HUN,top10_ptmean,304.415281
FALSE,FALSE,1600,HUN,top10_ptsd,51.5208561
FALSE,FALSE,1600,HUN,top10_ptpval,0.297291
FALSE,FALSE,1600,HUN,agedifftop10,-6.5
FALSE,FALSE,1600,HUN,mean_obs,-5.508779
FALSE,FALSE,1600,HUN,mean_ptmean,0.00369151
FALSE,FALSE,1600,HUN,mean_ptsd,23.87448822
FALSE,FALSE,1600,HUN,mean_ptpval,0.594409
FALSE,FALSE,1600,HUN,sd_obs,6.673296
FALSE,FALSE,1600,HUN,sd_ptmean,0.565803738
FALSE,FALSE,1600,HUN,sd_ptsd,16.43994057
FALSE,FALSE,1600,HUN,sd_ptpval,0.359193
FALSE,FALSE,1600,HUN,median_obs,-6.5
FALSE,FALSE,1600,HUN,median_ptmean,-1.0444955
FALSE,FALSE,1600,HUN,median_ptsd,33.8401359
FALSE,FALSE,1600,HUN,median_ptpval,0.559756
FALSE,FALSE,1600,HUN,agediffoverall,15.5122293
FALSE,FALSE,1600,HUN,knapp1,0.136382164
FALSE,FALSE,1600,HUN,knapp10,0.516811279
FALSE,FALSE,1600,HUN,knapp30,0.6318943
FALSE,FALSE,1600,HUN,perf,3.9
FALSE,FALSE,1600,IND,top1_obs,183
FALSE,FALSE,1600,IND,top1_ptmean,145.759695
FALSE,FALSE,1600,IND,top1_ptsd,91.15630621
FALSE,FALSE,1600,IND,top1_ptpval,0.355102
FALSE,FALSE,1600,IND,agedifftop1,18
FALSE,FALSE,1600,IND,top10_obs,264.9
FALSE,FALSE,1600,IND,top10_ptmean,261.804286
FALSE,FALSE,1600,IND,top10_ptsd,60.5832147
FALSE,FALSE,1600,IND,top10_ptpval,0.471258
FALSE,FALSE,1600,IND,agedifftop10,1.2
FALSE,FALSE,1600,IND,mean_obs,-88.088707
FALSE,FALSE,1600,IND,mean_ptmean,-0.035056106
FALSE,FALSE,1600,IND,mean_ptsd,31.34122181
FALSE,FALSE,1600,IND,mean_ptpval,0.996791
FALSE,FALSE,1600,IND,sd_obs,25.270727
FALSE,FALSE,1600,IND,sd_ptmean,0.76048644
FALSE,FALSE,1600,IND,sd_ptsd,21.58497479
FALSE,FALSE,1600,IND,sd_ptpval,0.129351
FALSE,FALSE,1600,IND,median_obs,-167
FALSE,FALSE,1600,IND,median_ptmean,-3.2607455
FALSE,FALSE,1600,IND,median_ptsd,42.85764748
FALSE,FALSE,1600,IND,median_ptpval,0.998775
FALSE,FALSE,1600,IND,agediffoverall,7.0955102
FALSE,FALSE,1600,IND,knapp1,0.353783932
FALSE,FALSE,1600,IND,knapp10,0.762075389
FALSE,FALSE,1600,IND,knapp30,0.9678068
FALSE,FALSE,1600,IND,perf,7.1
FALSE,FALSE,1600,GRE,top1_obs,401
FALSE,FALSE,1600,GRE,top1_ptmean,149.845963
FALSE,FALSE,1600,GRE,top1_ptsd,108.4524783
FALSE,FALSE,1600,GRE,top1_ptpval,0.010181
FALSE,FALSE,1600,GRE,agedifftop1,-4
FALSE,FALSE,1600,GRE,top10_obs,442.8
FALSE,FALSE,1600,GRE,top10_ptmean,303.809659
FALSE,FALSE,1600,GRE,top10_ptsd,55.54424821
FALSE,FALSE,1600,GRE,top10_ptpval,0.002726
FALSE,FALSE,1600,GRE,agedifftop10,1.3
FALSE,FALSE,1600,GRE,mean_obs,90.211721
FALSE,FALSE,1600,GRE,mean_ptmean,-0.033625319
FALSE,FALSE,1600,GRE,mean_ptsd,26.52632713
FALSE,FALSE,1600,GRE,mean_ptpval,1.76e-4
FALSE,FALSE,1600,GRE,sd_obs,39.655216
FALSE,FALSE,1600,GRE,sd_ptmean,0.805288221
FALSE,FALSE,1600,GRE,sd_ptsd,19.35165447
FALSE,FALSE,1600,GRE,sd_ptpval,0.018885
FALSE,FALSE,1600,GRE,median_obs,122.5
FALSE,FALSE,1600,GRE,median_ptmean,0.260885
FALSE,FALSE,1600,GRE,median_ptsd,35.37200358
FALSE,FALSE,1600,GRE,median_ptpval,3.26e-4
FALSE,FALSE,1600,GRE,agediffoverall,9.6516876
FALSE,FALSE,1600,GRE,knapp1,0.008488148
FALSE,FALSE,1600,GRE,knapp10,0.016983066
FALSE,FALSE,1600,GRE,knapp30,7.64764e-4
FALSE,FALSE,1600,GRE,perf,6.7
FALSE,FALSE,1600,UKR,top1_obs,131
FALSE,FALSE,1600,UKR,top1_ptmean,60.795738
FALSE,FALSE,1600,UKR,top1_ptsd,52.56660549
FALSE,FALSE,1600,UKR,top1_ptpval,0.079216
FALSE,FALSE,1600,UKR,agedifftop1,23
FALSE,FALSE,1600,UKR,top10_obs,279
FALSE,FALSE,1600,UKR,top10_ptmean,194.155623
FALSE,FALSE,1600,UKR,top10_ptsd,46.63273387
FALSE,FALSE,1600,UKR,top10_ptpval,0.037926
FALSE,FALSE,1600,UKR,agedifftop10,4
FALSE,FALSE,1600,UKR,mean_obs,42.390541
FALSE,FALSE,1600,UKR,mean_ptmean,-0.018141614
FALSE,FALSE,1600,UKR,mean_ptsd,34.5856998
FALSE,FALSE,1600,UKR,mean_ptpval,0.110093
FALSE,FALSE,1600,UKR,sd_obs,24.076047
FALSE,FALSE,1600,UKR,sd_ptmean,0.626877464
FALSE,FALSE,1600,UKR,sd_ptsd,19.36037992
FALSE,FALSE,1600,UKR,sd_ptpval,0.113675
FALSE,FALSE,1600,UKR,median_obs,23.5
FALSE,FALSE,1600,UKR,median_ptmean,-0.04508
FALSE,FALSE,1600,UKR,median_ptsd,50.93460536
FALSE,FALSE,1600,UKR,median_ptpval,0.324788
FALSE,FALSE,1600,UKR,agediffoverall,13.2694892
FALSE,FALSE,1600,UKR,knapp1,0.079348745
FALSE,FALSE,1600,UKR,knapp10,0.0209553
FALSE,FALSE,1600,UKR,knapp30,0.3104276
FALSE,FALSE,1600,UKR,perf,7.5
FALSE,FALSE,1600,BRA,top1_obs,381
FALSE,FALSE,1600,BRA,top1_ptmean,162.073697
FALSE,FALSE,1600,BRA,top1_ptsd,118.677715
FALSE,FALSE,1600,BRA,top1_ptpval,0.048512
FALSE,FALSE,1600,BRA,agedifftop1,12
FALSE,FALSE,1600,BRA,top10_obs,488.1
FALSE,FALSE,1600,BRA,top10_ptmean,335.691124
FALSE,FALSE,1600,BRA,top10_ptsd,56.23960437
FALSE,FALSE,1600,BRA,top10_ptpval,0.001287
FALSE,FALSE,1600,BRA,agedifftop10,9.9
FALSE,FALSE,1600,BRA,mean_obs,95.933874
FALSE,FALSE,1600,BRA,mean_ptmean,-0.016779413
FALSE,FALSE,1600,BRA,mean_ptsd,25.4113457
FALSE,FALSE,1600,BRA,mean_ptpval,2.5e-5
FALSE,FALSE,1600,BRA,sd_obs,45.625594
FALSE,FALSE,1600,BRA,sd_ptmean,0.95662664
FALSE,FALSE,1600,BRA,sd_ptsd,20.44553597
FALSE,FALSE,1600,BRA,sd_ptpval,0.010234
FALSE,FALSE,1600,BRA,median_obs,97.5
FALSE,FALSE,1600,BRA,median_ptmean,-0.4589965
FALSE,FALSE,1600,BRA,median_ptsd,32.13386218
FALSE,FALSE,1600,BRA,median_ptpval,4.77e-4
FALSE,FALSE,1600,BRA,agediffoverall,13.7933401
FALSE,FALSE,1600,BRA,knapp1,0.048447001
FALSE,FALSE,1600,BRA,knapp10,0.002142803
FALSE,FALSE,1600,BRA,knapp30,4.66433e-4
FALSE,FALSE,1600,BRA,perf,5.7
FALSE,FALSE,1600,NED,top1_obs,388
FALSE,FALSE,1600,NED,top1_ptmean,292.393688
FALSE,FALSE,1600,NED,top1_ptsd,115.7503469
FALSE,FALSE,1600,NED,top1_ptpval,0.183493
FALSE,FALSE,1600,NED,agedifftop1,-3
FALSE,FALSE,1600,NED,top10_obs,339.6
FALSE,FALSE,1600,NED,top10_ptmean,353.568984
FALSE,FALSE,1600,NED,top10_ptsd,49.72028993
FALSE,FALSE,1600,NED,top10_ptpval,0.623806
FALSE,FALSE,1600,NED,agedifftop10,-0.5
FALSE,FALSE,1600,NED,mean_obs,-5.719263
FALSE,FALSE,1600,NED,mean_ptmean,0.007358526
FALSE,FALSE,1600,NED,mean_ptsd,25.50683217
FALSE,FALSE,1600,NED,mean_ptpval,0.591866
FALSE,FALSE,1600,NED,sd_obs,-7.922172
FALSE,FALSE,1600,NED,sd_ptmean,0.861700741
FALSE,FALSE,1600,NED,sd_ptsd,18.48027815
FALSE,FALSE,1600,NED,sd_ptpval,0.687368
FALSE,FALSE,1600,NED,median_obs,-7.5
FALSE,FALSE,1600,NED,median_ptmean,0.5583755
FALSE,FALSE,1600,NED,median_ptsd,30.62052933
FALSE,FALSE,1600,NED,median_ptpval,0.584873
FALSE,FALSE,1600,NED,agediffoverall,12.0920595
FALSE,FALSE,1600,NED,knapp1,0.174400321
FALSE,FALSE,1600,NED,knapp10,0.92201178
FALSE,FALSE,1600,NED,knapp30,0.5277763
FALSE,FALSE,1600,NED,perf,2.4
FALSE,FALSE,1600,AUT,top1_obs,364
FALSE,FALSE,1600,AUT,top1_ptmean,261.554495
FALSE,FALSE,1600,AUT,top1_ptsd,102.3373146
FALSE,FALSE,1600,AUT,top1_ptpval,0.146432
FALSE,FALSE,1600,AUT,agedifftop1,-6
FALSE,FALSE,1600,AUT,top10_obs,326.9
FALSE,FALSE,1600,AUT,top10_ptmean,286.073349
FALSE,FALSE,1600,AUT,top10_ptsd,45.92645272
FALSE,FALSE,1600,AUT,top10_ptpval,0.185771
FALSE,FALSE,1600,AUT,agedifftop10,11.9
FALSE,FALSE,1600,AUT,mean_obs,71.178951
FALSE,FALSE,1600,AUT,mean_ptmean,-0.042930405
FALSE,FALSE,1600,AUT,mean_ptsd,25.00549914
FALSE,FALSE,1600,AUT,mean_ptpval,0.001804
FALSE,FALSE,1600,AUT,sd_obs,-13.176493
FALSE,FALSE,1600,AUT,sd_ptmean,0.731722061
FALSE,FALSE,1600,AUT,sd_ptsd,17.14186116
FALSE,FALSE,1600,AUT,sd_ptpval,0.792215
FALSE,FALSE,1600,AUT,median_obs,94
FALSE,FALSE,1600,AUT,median_ptmean,-1.297629
FALSE,FALSE,1600,AUT,median_ptsd,31.5790532
FALSE,FALSE,1600,AUT,median_ptpval,7.35e-4
FALSE,FALSE,1600,AUT,agediffoverall,13.9642098
FALSE,FALSE,1600,AUT,knapp1,0.146586779
FALSE,FALSE,1600,AUT,knapp10,0.284371752
FALSE,FALSE,1600,AUT,knapp30,1.8357e-4
FALSE,FALSE,1600,AUT,perf,3
FALSE,FALSE,1600,CHN,top1_obs,137
FALSE,FALSE,1600,CHN,top1_ptmean,39.099632
FALSE,FALSE,1600,CHN,top1_ptsd,67.83309095
FALSE,FALSE,1600,CHN,top1_ptpval,0.051779
FALSE,FALSE,1600,CHN,agedifftop1,2
FALSE,FALSE,1600,CHN,top10_obs,231.7
FALSE,FALSE,1600,CHN,top10_ptmean,83.563521
FALSE,FALSE,1600,CHN,top10_ptsd,51.25037982
FALSE,FALSE,1600,CHN,top10_ptpval,6.69e-4
FALSE,FALSE,1600,CHN,agedifftop10,4.4
FALSE,FALSE,1600,CHN,mean_obs,72.683806
FALSE,FALSE,1600,CHN,mean_ptmean,-0.058274229
FALSE,FALSE,1600,CHN,mean_ptsd,49.12337565
FALSE,FALSE,1600,CHN,mean_ptpval,0.069671
FALSE,FALSE,1600,CHN,sd_obs,82.787346
FALSE,FALSE,1600,CHN,sd_ptmean,0.387042215
FALSE,FALSE,1600,CHN,sd_ptsd,24.98299475
FALSE,FALSE,1600,CHN,sd_ptpval,5.73e-4
FALSE,FALSE,1600,CHN,median_obs,109
FALSE,FALSE,1600,CHN,median_ptmean,-5.195286
FALSE,FALSE,1600,CHN,median_ptsd,79.85651275
FALSE,FALSE,1600,CHN,median_ptpval,0.075001
FALSE,FALSE,1600,CHN,agediffoverall,0.3384615
FALSE,FALSE,1600,CHN,knapp1,0.05097256
FALSE,FALSE,1600,CHN,knapp10,9.96809e-4
FALSE,FALSE,1600,CHN,knapp30,0.2720986
FALSE,FALSE,1600,CHN,perf,30.5
FALSE,FALSE,1600,COL,top1_obs,292
FALSE,FALSE,1600,COL,top1_ptmean,84.072308
FALSE,FALSE,1600,COL,top1_ptsd,82.03332474
FALSE,FALSE,1600,COL,top1_ptpval,0.007619
FALSE,FALSE,1600,COL,agedifftop1,-1
FALSE,FALSE,1600,COL,top10_obs,348.3
FALSE,FALSE,1600,COL,top10_ptmean,247.7746
FALSE,FALSE,1600,COL,top10_ptsd,54.6515561
FALSE,FALSE,1600,COL,top10_ptpval,0.029536
FALSE,FALSE,1600,COL,agedifftop10,5.2
FALSE,FALSE,1600,COL,mean_obs,49.677205
FALSE,FALSE,1600,COL,mean_ptmean,0.008641823
FALSE,FALSE,1600,COL,mean_ptsd,28.12459579
FALSE,FALSE,1600,COL,mean_ptpval,0.036268
FALSE,FALSE,1600,COL,sd_obs,27.496954
FALSE,FALSE,1600,COL,sd_ptmean,0.822286901
FALSE,FALSE,1600,COL,sd_ptsd,20.12898893
FALSE,FALSE,1600,COL,sd_ptpval,0.093454
FALSE,FALSE,1600,COL,median_obs,46
FALSE,FALSE,1600,COL,median_ptmean,1.260123
FALSE,FALSE,1600,COL,median_ptsd,36.05617776
FALSE,FALSE,1600,COL,median_ptpval,0.111068
FALSE,FALSE,1600,COL,agediffoverall,13.0219971
FALSE,FALSE,1600,COL,knapp1,0.007801955
FALSE,FALSE,1600,COL,knapp10,0.111964435
FALSE,FALSE,1600,COL,knapp30,0.06447422
FALSE,FALSE,1600,COL,perf,9
FALSE,FALSE,1600,CUB,top1_obs,264
FALSE,FALSE,1600,CUB,top1_ptmean,101.288137
FALSE,FALSE,1600,CUB,top1_ptsd,68.97165116
FALSE,FALSE,1600,CUB,top1_ptpval,0.003034
FALSE,FALSE,1600,CUB,agedifftop1,6
FALSE,FALSE,1600,CUB,top10_obs,317.1
FALSE,FALSE,1600,CUB,top10_ptmean,164.260421
FALSE,FALSE,1600,CUB,top10_ptsd,48.91444708
FALSE,FALSE,1600,CUB,top10_ptpval,8.31e-4
FALSE,FALSE,1600,CUB,agedifftop10,0.3
FALSE,FALSE,1600,CUB,mean_obs,77.073359
FALSE,FALSE,1600,CUB,mean_ptmean,0.010160347
FALSE,FALSE,1600,CUB,mean_ptsd,30.22953049
FALSE,FALSE,1600,CUB,mean_ptpval,0.004792
FALSE,FALSE,1600,CUB,sd_obs,56.81124
FALSE,FALSE,1600,CUB,sd_ptmean,0.73329931
FALSE,FALSE,1600,CUB,sd_ptsd,19.44444049
FALSE,FALSE,1600,CUB,sd_ptpval,0.002064
FALSE,FALSE,1600,CUB,median_obs,68
FALSE,FALSE,1600,CUB,median_ptmean,-2.019882
FALSE,FALSE,1600,CUB,median_ptsd,42.8638138
FALSE,FALSE,1600,CUB,median_ptpval,0.027671
FALSE,FALSE,1600,CUB,agediffoverall,12.0165904
FALSE,FALSE,1600,CUB,knapp1,0.002976587
FALSE,FALSE,1600,CUB,knapp10,0.00165218
FALSE,FALSE,1600,CUB,knapp30,0.02238706
FALSE,FALSE,1600,CUB,perf,10.6
FALSE,FALSE,1600,CRO,top1_obs,401
FALSE,FALSE,1600,CRO,top1_ptmean,191.08532
FALSE,FALSE,1600,CRO,top1_ptsd,101.464373
FALSE,FALSE,1600,CRO,top1_ptpval,0.014114
FALSE,FALSE,1600,CRO,agedifftop1,-2
FALSE,FALSE,1600,CRO,top10_obs,406.8
FALSE,FALSE,1600,CRO,top10_ptmean,324.160399
FALSE,FALSE,1600,CRO,top10_ptsd,52.4491702
FALSE,FALSE,1600,CRO,top10_ptpval,0.055591
FALSE,FALSE,1600,CRO,agedifftop10,2.4
FALSE,FALSE,1600,CRO,mean_obs,45.484249
FALSE,FALSE,1600,CRO,mean_ptmean,0.010710628
FALSE,FALSE,1600,CRO,mean_ptsd,29.53093431
FALSE,FALSE,1600,CRO,mean_ptpval,0.059772
FALSE,FALSE,1600,CRO,sd_obs,28.45267
FALSE,FALSE,1600,CRO,sd_ptmean,0.918320387
